contract_id,award_id,tender_id,vendor_id,original_value,final_value,sign_date,duration_days
C-0340,A-0340,T-0340,V-0105,23764544.19,23764544.19,2025-01-14,365
C-0341,A-0341,T-0341,V-S005,4542377.22,4542377.22,2022-12-01,120
C-0342,A-0342,T-0342,V-0001,29855430.29,34470438.86,2024-11-26,365
C-0343,A-0343,T-0343,V-0099,14650153.91,16636231.22,2024-12-08,240
C-0344,A-0344,T-0344,V-0192,3167962.04,3167962.04,2025-01-11,90
C-0345,A-0345,T-0345,V-S005,9445591.79,9445591.79,2025-06-10,180
C-0346,A-0346,T-0346,V-0172,20395994.66,20395994.66,2023-01-10,120
C-0347,A-0347,T-0347,V-0157,7836864.26,7836864.26,2026-06-18,365
C-0348,A-0348,T-0348,V-S010,14657979.68,14657979.68,2023-04-26,120
C-0349,A-0349,T-0349,V-0236,6687078.1,6687078.1,2026-03-14,240
C-0350,A-0350,T-0350,V-0010,12092058.22,12092058.22,2025-12-23,90
C-0351,A-0351,T-0351,V-0110,12503617.4,12503617.4,2023-02-27,180
C-0352,A-0352,T-0352,V-0099,18140597.67,18140597.67,2026-03-30,120
C-0353,A-0353,T-0353,V-0172,8994962.09,8994962.09,2024-06-05,365
C-0354,A-0354,T-0354,V-0223,10299252.81,10952465.42,2024-01-06,180
C-0355,A-0355,T-0355,V-0172,34021310.72,34021310.72,2026-02-19,365
C-0356,A-0356,T-0356,V-0125,42454015.95,42454015.95,2026-09-02,180
C-0357,A-0357,T-0357,V-0130,10499426.93,11493884.44,2024-05-12,240
C-0358,A-0358,T-0358,V-0230,5943444.3,5943444.3,2026-06-09,120
C-0359,A-0359,T-0359,V-0192,1466983.84,1466983.84,2023-02-02,120
C-0360,A-0360,T-0360,V-0114,2219943.04,2219943.04,2026-09-26,90
C-0361,A-0361,T-0361,V-0165,7567910.83,7567910.83,2025-05-11,240
C-0362,A-0362,T-0362,V-0230,9342394.76,9342394.76,2024-09-21,120
C-0363,A-0363,T-0363,V-0174,3758059.72,3758059.72,2025-06-03,90
C-0364,A-0364,T-0364,V-0090,4228362.23,4228362.23,2023-07-17,90
C-0365,A-0365,T-0365,V-0102,1486983.98,1486983.98,2022-11-27,90
C-0366,A-0366,T-0366,V-0041,1706228.65,1706228.65,2025-05-29,90
C-0367,A-0367,T-0367,V-0221,5311720.97,5311720.97,2024-03-22,120
C-0368,A-0368,T-0368,V-0088,2457693.75,2457693.75,2023-06-12,365
C-0369,A-0369,T-0369,V-0219,2897042.12,2897042.12,2026-05-08,240
C-0370,A-0370,T-0370,V-0134,1349918.56,1349918.56,2023-10-16,240
C-0371,A-0371,T-0371,V-0208,14250911.04,14250911.04,2026-05-23,365
C-0372,A-0372,T-0372,V-0208,9032432.98,9032432.98,2026-08-29,240
C-0373,A-0373,T-0373,V-0144,2894712.95,2894712.95,2025-04-02,90
C-0374,A-0374,T-0374,V-0133,3308121.83,3725350.63,2025-05-13,90
C-0375,A-0375,T-0375,V-0144,12264157.2,12264157.2,2024-10-21,365
C-0376,A-0376,T-0376,V-S002,16593644.14,16593644.14,2026-06-13,180
C-0377,A-0377,T-0377,V-0184,1009714.99,1009714.99,2024-12-16,90
C-0378,A-0378,T-0378,V-0184,1972222.12,1972222.12,2025-09-04,240
C-0379,A-0379,T-0379,V-S002,10151929.47,10151929.47,2023-10-12,240
C-0380,A-0380,T-0380,V-0144,7246785.44,7246785.44,2026-06-08,240
C-0381,A-0381,T-0381,V-0235,12681382.95,13702430.65,2026-08-06,120
C-0382,A-0382,T-0382,V-0111,4890627.97,4890627.97,2025-12-14,120
C-0383,A-0383,T-0383,V-0111,12334751.22,13458801.04,2025-01-20,90
C-0384,A-0384,T-0384,V-0184,2828699.71,2828699.71,2023-04-29,120
C-0385,A-0385,T-0385,V-S002,6216979.92,6216979.92,2026-04-16,120
C-0386,A-0386,T-0386,V-0006,331516.05,331516.05,2023-08-17,180
C-0387,A-0387,T-0387,V-0006,1860253.46,2007047.13,2022-12-15,365
C-0388,A-0388,T-0388,V-0184,1914908.67,1914908.67,2023-01-05,90
C-0389,A-0389,T-0389,V-S005,719242.94,719242.94,2023-01-23,180
C-0390,A-0390,T-0390,V-0112,4705716.54,4705716.54,2026-04-03,90
C-0391,A-0391,T-0391,V-0180,30863881.64,30863881.64,2022-12-17,90
C-0392,A-0392,T-0392,V-0205,51267629.48,51267629.48,2025-07-31,90
C-0393,A-0393,T-0393,V-0180,40363867.49,47278276.65,2026-02-11,180
C-0394,A-0394,T-0394,V-0094,11766119.38,11766119.38,2025-01-16,240
C-0395,A-0395,T-0395,V-0086,7438165.51,7438165.51,2025-12-29,120
C-0396,A-0396,T-0396,V-0048,11579388.7,13428635.74,2024-11-11,365
C-0397,A-0397,T-0397,V-0037,55437156.76,55437156.76,2026-01-27,180
C-0398,A-0398,T-0398,V-0072,3252244.47,3252244.47,2025-09-05,365
C-0399,A-0399,T-0399,V-0072,31991239.47,31991239.47,2024-03-23,365
C-0400,A-0400,T-0400,V-0037,54556391.77,54556391.77,2023-09-23,180
C-0401,A-0401,T-0401,V-SPV01,571689.31,571689.31,2023-07-29,120
C-0402,A-0402,T-0402,V-0085,1139853.69,1139853.69,2023-01-12,90
C-0403,A-0403,T-0403,V-0146,1473730.78,1473730.78,2023-08-21,90
C-0404,A-0404,T-0404,V-0157,35309413.17,35309413.17,2025-03-23,365
C-0405,A-0405,T-0405,V-0217,4767554.5,4767554.5,2023-05-15,240
C-0406,A-0406,T-0406,V-0048,7869040.99,9024488.11,2024-10-19,240
C-0407,A-0407,T-0407,V-0163,6436727.88,6436727.88,2025-04-03,120
C-0408,A-0408,T-0408,V-0072,42845963.93,42845963.93,2024-02-22,90
C-0409,A-0409,T-0409,V-0048,12952440.4,12952440.4,2026-03-02,90
C-0410,A-0410,T-0410,V-0086,6375370.81,6375370.81,2023-09-30,180
C-0411,A-0411,T-0411,V-0168,9873000.85,11339146.59,2024-11-20,90
C-0412,A-0412,T-0412,V-0109,5255189.2,5255189.2,2023-11-27,240
C-0413,A-0413,T-0413,V-0094,12392300.35,12392300.35,2025-09-19,180
C-0414,A-0414,T-0414,V-0072,16347849.31,16347849.31,2024-09-28,90
C-0415,A-0415,T-0415,V-0072,33760507.63,33760507.63,2023-06-09,365
C-0416,A-0416,T-0416,V-0240,4760036.08,4760036.08,2024-06-27,365
C-0417,A-0417,T-0417,V-SPV01,2467069.15,2467069.15,2024-11-05,240
C-0418,A-0418,T-0418,V-0217,2087505.89,2087505.89,2024-11-25,180
C-0419,A-0419,T-0419,V-0086,9545957.43,9545957.43,2026-04-06,365
C-0420,A-0420,T-0420,V-0157,4501044.72,4501044.72,2025-06-16,180
C-0421,A-0421,T-0421,V-0114,8201725.28,8201725.28,2025-10-12,180
C-0422,A-0422,T-0422,V-0078,1685634.03,1685634.03,2025-07-13,120
C-0423,A-0423,T-0423,V-0102,3948730.01,3948730.01,2026-03-03,90
C-0424,A-0424,T-0424,V-0134,2826681.82,2826681.82,2023-12-04,90
C-0425,A-0425,T-0425,V-0087,2924477.11,2924477.11,2023-09-13,365
C-0426,A-0426,T-0426,V-Y002,9486288.88,9486288.88,2025-07-29,120
C-0427,A-0427,T-0427,V-0078,4041920.14,4041920.14,2024-02-17,180
C-0428,A-0428,T-0428,V-0170,4482757.33,4861819.41,2024-07-02,180
C-0429,A-0429,T-0429,V-0154,11111095.46,11111095.46,2024-08-03,90
C-0430,A-0430,T-0430,V-0083,4055382.83,4055382.83,2023-02-17,120
C-0431,A-0431,T-0431,V-0057,9718948.98,9718948.98,2023-09-26,180
C-0432,A-0432,T-0432,V-0154,2251532.22,2251532.22,2026-09-08,90
C-0433,A-0433,T-0433,V-0092,4023441.4,4023441.4,2026-05-20,240
C-0434,A-0434,T-0434,V-0087,10367081.41,10367081.41,2025-04-04,90
C-0435,A-0435,T-0435,V-0174,5841039.21,5841039.21,2025-02-23,365
C-0436,A-0436,T-0436,V-0180,3089573.26,3358044.78,2024-09-23,240
C-0437,A-0437,T-0437,V-0180,2994304.53,2994304.53,2024-05-06,240
C-0438,A-0438,T-0438,V-0048,4251788.17,4251788.17,2026-05-19,90
C-0439,A-0439,T-0439,V-0087,3877212.48,3877212.48,2023-10-14,180
C-0440,A-0440,T-0440,V-0154,4953130.01,4953130.01,2024-07-05,90
C-0441,A-0441,T-0441,V-0092,7814239.28,7814239.28,2026-01-02,90
C-0442,A-0442,T-0442,V-0057,8724717.9,8724717.9,2023-04-26,120
C-0443,A-0443,T-0443,V-0078,2396185.78,2396185.78,2024-03-22,90
C-0444,A-0444,T-0444,V-0048,2239555.06,2239555.06,2026-05-16,240
C-0445,A-0445,T-0445,V-0111,4460179.22,4460179.22,2024-07-28,90
C-0446,A-0446,T-0446,V-0184,2312294.99,2312294.99,2026-01-03,90
C-0447,A-0447,T-0447,V-0006,3556478.44,3556478.44,2026-01-25,240
C-0448,A-0448,T-0448,V-0228,6563872.21,6563872.21,2023-07-30,120
C-0449,A-0449,T-0449,V-0188,2092923.85,2092923.85,2025-06-02,90
C-0450,A-0450,T-0450,V-0151,2524085.37,2524085.37,2023-05-03,240
C-0451,A-0451,T-0451,V-0197,6238392.17,6238392.17,2025-06-03,240
C-0452,A-0452,T-0452,V-0188,1464196.06,1464196.06,2023-07-31,240
C-0453,A-0453,T-0453,V-0218,12547893.13,12547893.13,2025-05-15,240
C-0454,A-0454,T-0454,V-0184,3818370.71,3818370.71,2024-09-29,120
C-0455,A-0455,T-0455,V-0133,3408647.71,3408647.71,2024-03-08,180
C-0456,A-0456,T-0456,V-0005,2908240.01,2908240.01,2024-04-16,120
C-0457,A-0457,T-0457,V-0015,8994746.61,9625556.86,2024-09-26,120
C-0458,A-0458,T-0458,V-0133,1343048.17,1444708.19,2026-09-07,120
C-0459,A-0459,T-0459,V-0181,1433356.18,1433356.18,2023-04-30,365
C-0460,A-0460,T-0460,V-0084,11723269.99,11723269.99,2026-09-09,120
C-0461,A-0461,T-0461,V-0098,3288500.75,3707516.05,2024-09-30,240
C-0462,A-0462,T-0462,V-0210,7273192.52,7273192.52,2026-01-02,365
C-0463,A-0463,T-0463,V-0184,966281.68,966281.68,2023-03-13,240
C-0464,A-0464,T-0464,V-0021,10368815.83,11857344.3,2023-07-23,90
C-0465,A-0465,T-0465,V-0210,10176229.14,10176229.14,2026-05-05,120
C-0466,A-0466,T-0466,V-0188,2966535.08,2966535.08,2024-12-06,365
C-0467,A-0467,T-0467,V-0156,11585340.19,11585340.19,2025-09-25,120
C-0468,A-0468,T-0468,V-0120,2983038.17,2983038.17,2025-08-27,180
C-0469,A-0469,T-0469,V-0184,4653797.8,4653797.8,2026-08-11,240
C-0470,A-0470,T-0470,V-0126,761180.37,838533.05,2023-01-29,240
C-0471,A-0471,T-0471,V-0192,4755728.99,4755728.99,2026-04-20,180
C-0472,A-0472,T-0472,V-0126,4990290.51,4990290.51,2026-04-26,90
C-0473,A-0473,T-0473,V-0027,1743943.57,1743943.57,2026-03-18,180
C-0474,A-0474,T-0474,V-0119,2000986.95,2000986.95,2026-05-20,120
C-0475,A-0475,T-0475,V-0235,3559369.25,3559369.25,2025-01-26,180
C-0476,A-0476,T-0476,V-0235,637291.71,637291.71,2026-02-25,240
C-0477,A-0477,T-0477,V-0119,10774219.94,10774219.94,2026-07-24,90
C-0478,A-0478,T-0478,V-0161,1139638.78,1139638.78,2024-06-07,180
C-0479,A-0479,T-0479,V-0042,4037472.77,4037472.77,2025-09-23,365
C-0480,A-0480,T-0480,V-0230,7444719.89,7444719.89,2025-07-22,90
C-0481,A-0481,T-0481,V-0088,3289178.02,3289178.02,2023-02-25,90
C-0482,A-0482,T-0482,V-0165,4502033.23,5088076.34,2022-12-14,180
C-0483,A-0483,T-0483,V-0042,2355093.06,2355093.06,2024-06-03,90
C-0484,A-0484,T-0484,V-0119,2972139.29,2972139.29,2022-12-20,240
C-0485,A-0485,T-0485,V-0119,1416934.06,1416934.06,2025-11-08,365
C-0486,A-0486,T-0486,V-0119,3289029.68,3289029.68,2022-12-31,90
C-0487,A-0487,T-0487,V-0221,3761181.53,3761181.53,2024-06-03,180
C-0488,A-0488,T-0488,V-0042,5878983.75,5878983.75,2026-03-19,120
C-0489,A-0489,T-0489,V-0051,4872818.26,5182012.75,2024-09-16,365
C-0490,A-0490,T-0490,V-0119,553047.07,553047.07,2024-04-04,240
C-0491,A-0491,T-0491,V-0168,14516796.92,14516796.92,2024-09-06,120
C-0492,A-0492,T-0492,V-0145,5355406.04,5355406.04,2024-08-13,365
C-0493,A-0493,T-0493,V-0160,31071463.04,31071463.04,2023-06-14,120
C-0494,A-0494,T-0494,V-0185,13032981.98,13032981.98,2024-01-23,90
C-0495,A-0495,T-0495,V-0014,2071067.22,2071067.22,2022-11-06,180
C-0496,A-0496,T-0496,V-0122,33814693.32,33814693.32,2024-06-10,90
C-0497,A-0497,T-0497,V-0200,11903096.86,11903096.86,2025-10-17,240
C-0498,A-0498,T-0498,V-S005,8927488.34,8927488.34,2026-03-15,120
C-0499,A-0499,T-0499,V-S007,4339853.03,4339853.03,2024-09-08,90
C-0500,A-0500,T-0500,V-0034,18625524.71,18625524.71,2022-11-21,365
C-0501,A-0501,T-0501,V-0204,17257570.28,17257570.28,2024-02-07,90
C-0502,A-0502,T-0502,V-0122,32630756.66,32630756.66,2024-11-10,365
C-0503,A-0503,T-0503,V-0040,10998805.92,10998805.92,2025-04-10,120
C-0504,A-0504,T-0504,V-0185,10197706.78,10197706.78,2024-04-11,90
C-0505,A-0505,T-0505,V-0185,5035114.6,5684036.91,2025-02-15,180
C-0506,A-0506,T-0506,V-0122,7420627.1,7420627.1,2025-04-06,90
C-0507,A-0507,T-0507,V-0236,14711717.36,14711717.36,2026-03-13,240
C-0508,A-0508,T-0508,V-0122,17358078.65,17358078.65,2025-05-29,365
C-0509,A-0509,T-0509,V-0061,7056572.29,7056572.29,2025-02-06,365
C-0510,A-0510,T-0510,V-Y005,3451655.09,3870323.64,2025-10-11,120
C-0511,A-0511,T-0511,V-0123,2896982.07,2896982.07,2024-01-22,365
C-0512,A-0512,T-0512,V-0069,3538894.55,3538894.55,2025-08-25,120
C-0513,A-0513,T-0513,V-Y008,6618308.4,6618308.4,2025-12-27,240
C-0514,A-0514,T-0514,V-0020,6976334.53,7777801.56,2023-12-08,180
C-0515,A-0515,T-0515,V-0123,7293710.69,7293710.69,2023-09-07,365
C-0516,A-0516,T-0516,V-0026,2203821.47,2383945.93,2024-01-06,90
C-0517,A-0517,T-0517,V-0218,9306868.61,9306868.61,2023-04-12,240
C-0518,A-0518,T-0518,V-0238,319492.53,319492.53,2023-09-13,90
C-0519,A-0519,T-0519,V-0153,9789911.45,9789911.45,2023-04-22,365
C-0520,A-0520,T-0520,V-0061,6922169.46,6922169.46,2026-03-30,240
C-0521,A-0521,T-0521,V-0020,3120857.91,3120857.91,2026-05-23,90
C-0522,A-0522,T-0522,V-0238,3066623.43,3066623.43,2023-04-18,90
C-0523,A-0523,T-0523,V-0238,2996217.28,2996217.28,2024-07-08,90
C-0524,A-0524,T-0524,V-0119,3499566.93,3499566.93,2024-10-15,120
C-0525,A-0525,T-0525,V-0155,7742111.66,7742111.66,2024-09-08,120
C-0526,A-0526,T-0526,V-Y008,8428792.97,8428792.97,2023-09-21,90
C-0527,A-0527,T-0527,V-0123,3252614.76,3252614.76,2026-01-20,365
C-0528,A-0528,T-0528,V-0140,4950868.74,4950868.74,2025-12-11,120
C-0529,A-0529,T-0529,V-0093,10652428.1,10652428.1,2023-10-21,180
C-0530,A-0530,T-0530,V-0155,10468555.09,10468555.09,2023-05-21,240
C-0531,A-0531,T-0531,V-0169,2421560.76,2421560.76,2025-10-11,365
C-0532,A-0532,T-0532,V-0169,1587103.28,1587103.28,2025-02-16,90
C-0533,A-0533,T-0533,V-Y008,8362231.13,8362231.13,2025-11-01,90
C-0534,A-0534,T-0534,V-0020,4395557.25,4395557.25,2026-01-16,240
C-0535,A-0535,T-0535,V-0155,6830648.42,6830648.42,2023-05-26,240
C-0536,A-0536,T-0536,V-0087,2269340.51,2269340.51,2022-12-27,90
C-0537,A-0537,T-0537,V-0227,1331800.97,1331800.97,2025-08-14,240
C-0538,A-0538,T-0538,V-0087,7826026.37,7826026.37,2024-11-26,120
C-0539,A-0539,T-0539,V-Y002,9152335.37,9152335.37,2024-08-10,180
C-0540,A-0540,T-0540,V-0087,9407272.59,9407272.59,2023-08-31,90
C-0541,A-0541,T-0541,V-Y002,6941088.83,6941088.83,2024-06-30,120
C-0542,A-0542,T-0542,V-0227,485626.15,485626.15,2023-10-08,120
C-0543,A-0543,T-0543,V-0087,8793359.65,9404239.07,2024-03-02,120
C-0544,A-0544,T-0544,V-0217,7820890.37,7820890.37,2026-01-26,120
C-0545,A-0545,T-0545,V-0087,1100954.65,1256336.3,2023-08-10,180
C-0546,A-0546,T-0546,V-0196,8761059.31,8761059.31,2024-05-05,180
C-0547,A-0547,T-0547,V-0048,9892437.15,11504984.12,2025-06-14,180
C-0548,A-0548,T-0548,V-0190,6359449.74,6359449.74,2024-10-12,365
C-0549,A-0549,T-0549,V-0048,9290413.87,9290413.87,2026-09-28,90
C-0550,A-0550,T-0550,V-0154,1657015.85,1657015.85,2025-04-08,120
C-0551,A-0551,T-0551,V-0057,2904957.85,2904957.85,2026-08-22,90
C-0552,A-0552,T-0552,V-0048,7777287.17,7777287.17,2022-11-04,240
C-0553,A-0553,T-0553,V-Y002,3656199.93,3656199.93,2024-12-28,90
C-0554,A-0554,T-0554,V-0087,3131228.61,3131228.61,2022-12-30,120
C-0555,A-0555,T-0555,V-0092,4449488.85,4449488.85,2023-02-14,120
C-0556,A-0556,T-0556,V-0087,4330558.92,4563567.91,2023-05-12,90
C-0557,A-0557,T-0557,V-0196,3168913.67,3168913.67,2025-04-19,180
C-0558,A-0558,T-0558,V-0154,8507326.97,9996215.59,2023-12-24,365
C-0559,A-0559,T-0559,V-0092,7944166.42,7944166.42,2023-03-29,180
C-0560,A-0560,T-0560,V-0180,2300462.72,2621215.81,2025-09-05,365
C-0561,A-0561,T-0561,V-0092,923105.58,923105.58,2023-03-04,180
C-0562,A-0562,T-0562,V-0101,45760268.7,45760268.7,2023-09-26,90
C-0563,A-0563,T-0563,V-0189,2653151.76,2653151.76,2023-04-22,240
C-0564,A-0564,T-0564,V-0126,10046887.16,10046887.16,2024-08-18,240
C-0565,A-0565,T-0565,V-0126,9792022.34,9792022.34,2024-07-10,180
C-0566,A-0566,T-0566,V-0126,3913685.04,3913685.04,2024-08-22,180
C-0567,A-0567,T-0567,V-0119,23391333.91,23391333.91,2025-04-26,90
C-0568,A-0568,T-0568,V-0101,21799234.13,21799234.13,2023-11-23,240
C-0569,A-0569,T-0569,V-0160,7787920.33,7787920.33,2025-07-14,90
C-0570,A-0570,T-0570,V-0030,13631210.07,13631210.07,2024-07-15,365
C-0571,A-0571,T-0571,V-0236,16278089.46,16278089.46,2023-12-28,90
C-0572,A-0572,T-0572,V-0112,4268321.21,4268321.21,2023-09-22,180
C-0573,A-0573,T-0573,V-0082,2434486.52,2434486.52,2025-03-13,180
C-0574,A-0574,T-0574,V-0189,2772854.48,2772854.48,2024-01-18,90
C-0575,A-0575,T-0575,V-0126,5187656.82,5187656.82,2026-04-10,90
C-0576,A-0576,T-0576,V-0032,13654603.78,13654603.78,2023-06-08,180
C-0577,A-0577,T-0577,V-0187,5492064.31,5492064.31,2023-03-21,180
C-0578,A-0578,T-0578,V-S005,4014433.31,4014433.31,2025-05-01,180
C-0579,A-0579,T-0579,V-0081,8736739.61,8736739.61,2023-12-27,365
C-0580,A-0580,T-0580,V-0071,7866475.28,7866475.28,2024-02-07,90
C-0581,A-0581,T-0581,V-0056,1282558.14,1282558.14,2023-06-23,365
C-0582,A-0582,T-0582,V-0152,1435285.15,1435285.15,2024-07-12,120
C-0583,A-0583,T-0583,V-0005,2623284.05,2623284.05,2022-12-25,90
C-0584,A-0584,T-0584,V-0032,837672.58,905781.86,2023-03-05,90
C-0585,A-0585,T-0585,V-0187,6016196.94,6016196.94,2026-04-11,120
C-0586,A-0586,T-0586,V-0187,13638952.63,15641474.4,2026-01-22,365
C-0587,A-0587,T-0587,V-0120,3261624.71,3261624.71,2025-02-27,365
C-0588,A-0588,T-0588,V-0053,1244598.97,1244598.97,2024-09-06,120
C-0589,A-0589,T-0589,V-0231,3242046.47,3242046.47,2024-05-12,180
C-0590,A-0590,T-0590,V-0071,4190083.97,4872554.99,2025-06-12,180
C-0591,A-0591,T-0591,V-0056,1099814.78,1099814.78,2023-06-25,240
C-0592,A-0592,T-0592,V-0032,4525123.45,4525123.45,2024-08-13,365
C-0593,A-0593,T-0593,V-0231,4066367.19,4066367.19,2026-01-21,120
C-0594,A-0594,T-0594,V-0058,2811777.42,2811777.42,2024-03-08,240
C-0595,A-0595,T-0595,V-0069,1428550.34,1428550.34,2023-02-15,365
C-0596,A-0596,T-0596,V-0231,3673181.11,3673181.11,2023-06-23,180
C-0597,A-0597,T-0597,V-0119,690253.67,795428.93,2023-08-15,365
C-0598,A-0598,T-0598,V-0187,10034526.25,10034526.25,2024-04-19,240
C-0599,A-0599,T-0599,V-0056,1559965.45,1559965.45,2026-09-15,240
C-0600,A-0600,T-0600,V-0032,11347776.93,11347776.93,2025-11-20,240
C-0601,A-0601,T-0601,V-0095,18836510.17,20712026.23,2025-08-30,365
C-0602,A-0602,T-0602,V-0096,35106394.35,35106394.35,2024-05-25,240
C-0603,A-0603,T-0603,V-0123,6318959.88,7351659.85,2025-01-30,120
C-0604,A-0604,T-0604,V-0140,10444712.74,10444712.74,2023-01-15,365
C-0605,A-0605,T-0605,V-0095,24753703.39,24753703.39,2025-12-05,90
C-0606,A-0606,T-0606,V-0069,10109289.82,10109289.82,2026-08-26,90
C-0607,A-0607,T-0607,V-0095,32778178.85,32778178.85,2023-06-14,90
C-0608,A-0608,T-0608,V-0112,62648358.97,62648358.97,2025-04-27,240
C-0609,A-0609,T-0609,V-0238,56168201.89,56168201.89,2026-08-23,180
C-0610,A-0610,T-0610,V-0175,3206717.08,3206717.08,2023-05-01,365
C-0611,A-0611,T-0611,V-0198,4255646.47,4255646.47,2026-07-03,365
C-0612,A-0612,T-0612,V-0062,6221129.21,6221129.21,2024-04-06,90
C-0613,A-0613,T-0613,V-0239,8044481.06,8044481.06,2025-05-16,180
C-0614,A-0614,T-0614,V-0218,7101891.24,7101891.24,2024-12-05,90
C-0615,A-0615,T-0615,V-0112,72051336.82,72051336.82,2026-07-30,180
C-0616,A-0616,T-0616,V-0239,11176709.46,11176709.46,2026-03-10,240
C-0617,A-0617,T-0617,V-0238,54883334.76,64594073.79,2022-11-19,240
C-0618,A-0618,T-0618,V-0045,6016683.13,6016683.13,2025-01-31,240
C-0619,A-0619,T-0619,V-0175,6944586.33,6944586.33,2024-04-23,180
C-0620,A-0620,T-0620,V-0096,10826765.69,10826765.69,2026-03-05,90
C-0621,A-0621,T-0621,V-0218,6473677.41,6473677.41,2025-04-26,120
C-0622,A-0622,T-0622,V-0218,5090754.82,5090754.82,2026-03-23,90
C-0623,A-0623,T-0623,V-0069,4010963.74,4010963.74,2026-04-07,365
C-0624,A-0624,T-0624,V-0175,1855099.03,1855099.03,2026-03-07,90
C-0625,A-0625,T-0625,V-0221,7487316.57,8065822.04,2025-11-28,180
C-0626,A-0626,T-0626,V-0175,5476501.21,5476501.21,2025-10-12,120
C-0627,A-0627,T-0627,V-0095,5014055.67,5507418.28,2026-02-16,120
C-0628,A-0628,T-0628,V-0112,9283122.49,9283122.49,2025-04-23,365
C-0629,A-0629,T-0629,V-0192,6751412.67,7274080.23,2026-03-03,180
C-0630,A-0630,T-0630,V-0119,6883300.4,6883300.4,2025-01-26,90
C-0631,A-0631,T-0631,V-0126,1786979.14,1786979.14,2026-05-14,240
C-0632,A-0632,T-0632,V-0221,931926.0,931926.0,2026-06-10,365
C-0633,A-0633,T-0633,V-0042,5422074.0,5422074.0,2025-10-20,120
C-0634,A-0634,T-0634,V-0119,8289718.97,8289718.97,2023-09-18,365
C-0635,A-0635,T-0635,V-0026,3117706.73,3117706.73,2026-01-08,240
C-0636,A-0636,T-0636,V-0221,1781114.91,1781114.91,2023-10-15,240
C-0637,A-0637,T-0637,V-0042,3084604.79,3084604.79,2023-08-27,180
C-0638,A-0638,T-0638,V-0051,4145911.65,4145911.65,2023-01-16,120
C-0639,A-0639,T-0639,V-0161,1425598.13,1425598.13,2026-08-19,240
C-0640,A-0640,T-0640,V-0090,1631965.96,1631965.96,2024-10-10,90
C-0641,A-0641,T-0641,V-0224,4908309.06,4908309.06,2025-09-21,240
C-0642,A-0642,T-0642,V-0058,1412728.58,1412728.58,2024-11-04,240
C-0643,A-0643,T-0643,V-0126,4118438.98,4118438.98,2025-11-05,120
C-0644,A-0644,T-0644,V-0076,4530085.52,4530085.52,2026-05-19,180
C-0645,A-0645,T-0645,V-0090,2117471.18,2117471.18,2022-12-19,120
C-0646,A-0646,T-0646,V-S005,10018118.43,10018118.43,2023-03-03,365
C-0647,A-0647,T-0647,V-0125,56019572.24,56019572.24,2025-08-18,120
C-0648,A-0648,T-0648,V-S005,1933963.69,1933963.69,2023-03-13,180
C-0649,A-0649,T-0649,V-S004,5502359.96,5502359.96,2024-01-01,180
C-0650,A-0650,T-0650,V-0001,45357700.44,45357700.44,2024-03-24,120
C-0651,A-0651,T-0651,V-0223,12375865.31,12375865.31,2025-02-24,180
C-0652,A-0652,T-0652,V-0099,5559229.75,5901665.55,2023-10-10,365
C-0653,A-0653,T-0653,V-0125,27299619.64,30732313.96,2026-06-06,120
C-0654,A-0654,T-0654,V-0125,45763526.13,45763526.13,2024-04-24,120
C-0655,A-0655,T-0655,V-S007,14154806.96,14154806.96,2025-12-21,120
C-0656,A-0656,T-0656,V-0138,6076188.1,6076188.1,2024-02-10,90
C-0657,A-0657,T-0657,V-0040,4680745.69,4962195.84,2024-03-02,365
C-0658,A-0658,T-0658,V-0099,966367.77,966367.77,2025-01-06,120
C-0659,A-0659,T-0659,V-0138,3157204.95,3157204.95,2023-01-02,120
C-0660,A-0660,T-0660,V-0001,29412390.83,29412390.83,2026-06-29,120
C-0661,A-0661,T-0661,V-0029,2168136.71,2168136.71,2025-07-31,90
C-0662,A-0662,T-0662,V-0223,3123502.22,3123502.22,2023-06-06,180
C-0663,A-0663,T-0663,V-0096,11670599.76,11670599.76,2024-10-16,120
C-0664,A-0664,T-0664,V-0001,46154602.06,46154602.06,2024-11-06,120
C-0665,A-0665,T-0665,V-0080,3631770.54,3631770.54,2023-04-05,240
C-0666,A-0666,T-0666,V-0001,16305233.64,16305233.64,2023-08-26,120
C-0667,A-0667,T-0667,V-0138,2273783.6,2273783.6,2024-12-26,180
C-0668,A-0668,T-0668,V-0164,579989.89,579989.89,2023-06-23,365
C-0669,A-0669,T-0669,V-0153,29039859.74,29039859.74,2025-04-15,365
C-0670,A-0670,T-0670,V-0034,2012387.6,2344865.41,2024-12-06,180
C-0671,A-0671,T-0671,V-0112,11264643.83,12779967.93,2023-06-17,240
C-0672,A-0672,T-0672,V-0046,4915291.24,4915291.24,2024-03-18,240
C-0673,A-0673,T-0673,V-0062,9380053.71,9380053.71,2023-07-09,365
C-0674,A-0674,T-0674,V-0239,2951894.16,2951894.16,2025-12-09,180
C-0675,A-0675,T-0675,V-0069,10193414.87,10193414.87,2024-02-11,240
C-0676,A-0676,T-0676,V-0069,6247464.65,6247464.65,2023-08-30,240
C-0677,A-0677,T-0677,V-0046,20739129.01,20739129.01,2026-07-08,365
C-0678,A-0678,T-0678,V-0239,5532717.31,5532717.31,2025-07-01,365
C-0679,A-0679,T-0679,V-0046,8754651.55,8754651.55,2025-07-04,90
