award_id,ocid,tender_id,vendor_id,value,award_date
A-0332,ocds-pgraph-T-0332,T-0332,V-0068,6382648.78,2026-02-12
A-0333,ocds-pgraph-T-0333,T-0333,V-S005,1773796.97,2023-02-21
A-0334,ocds-pgraph-T-0334,T-0334,V-0138,46688082.18,2023-09-16
A-0335,ocds-pgraph-T-0335,T-0335,V-0010,7680384.46,2024-10-03
A-0336,ocds-pgraph-T-0336,T-0336,V-S005,3518712.62,2026-05-10
A-0337,ocds-pgraph-T-0337,T-0337,V-0068,15917993.19,2023-02-25
A-0338,ocds-pgraph-T-0338,T-0338,V-0125,11269492.9,2026-07-03
A-0339,ocds-pgraph-T-0339,T-0339,V-0068,6219143.77,2025-03-20
A-0340,ocds-pgraph-T-0340,T-0340,V-0105,23764544.19,2024-12-10
A-0341,ocds-pgraph-T-0341,T-0341,V-S005,4542377.22,2022-11-22
A-0342,ocds-pgraph-T-0342,T-0342,V-0001,29855430.29,2024-10-19
A-0343,ocds-pgraph-T-0343,T-0343,V-0099,14650153.91,2024-11-24
A-0344,ocds-pgraph-T-0344,T-0344,V-0192,3167962.04,2024-12-12
A-0345,ocds-pgraph-T-0345,T-0345,V-S005,9445591.79,2025-05-27
A-0346,ocds-pgraph-T-0346,T-0346,V-0172,20395994.66,2022-12-03
A-0347,ocds-pgraph-T-0347,T-0347,V-0157,7836864.26,2026-05-10
A-0348,ocds-pgraph-T-0348,T-0348,V-S010,14657979.68,2023-03-20
A-0349,ocds-pgraph-T-0349,T-0349,V-0236,6687078.1,2026-02-13
A-0350,ocds-pgraph-T-0350,T-0350,V-0010,12092058.22,2025-11-19
A-0351,ocds-pgraph-T-0351,T-0351,V-0110,12503617.4,2023-02-15
A-0352,ocds-pgraph-T-0352,T-0352,V-0099,18140597.67,2026-02-26
A-0353,ocds-pgraph-T-0353,T-0353,V-0172,8994962.09,2024-04-30
A-0354,ocds-pgraph-T-0354,T-0354,V-0223,10299252.81,2023-12-16
A-0355,ocds-pgraph-T-0355,T-0355,V-0172,34021310.72,2026-02-14
A-0356,ocds-pgraph-T-0356,T-0356,V-0125,42454015.95,2026-07-27
A-0357,ocds-pgraph-T-0357,T-0357,V-0130,10499426.93,2024-05-04
A-0358,ocds-pgraph-T-0358,T-0358,V-0230,5943444.3,2026-05-22
A-0359,ocds-pgraph-T-0359,T-0359,V-0192,1466983.84,2022-12-29
A-0360,ocds-pgraph-T-0360,T-0360,V-0114,2219943.04,2026-08-21
A-0361,ocds-pgraph-T-0361,T-0361,V-0165,7567910.83,2025-05-01
A-0362,ocds-pgraph-T-0362,T-0362,V-0230,9342394.76,2024-08-27
A-0363,ocds-pgraph-T-0363,T-0363,V-0174,3758059.72,2025-05-20
A-0364,ocds-pgraph-T-0364,T-0364,V-0090,4228362.23,2023-06-30
A-0365,ocds-pgraph-T-0365,T-0365,V-0102,1486983.98,2022-11-03
A-0366,ocds-pgraph-T-0366,T-0366,V-0041,1706228.65,2025-05-07
A-0367,ocds-pgraph-T-0367,T-0367,V-0221,5311720.97,2024-02-15
A-0368,ocds-pgraph-T-0368,T-0368,V-0088,2457693.75,2023-06-02
A-0369,ocds-pgraph-T-0369,T-0369,V-0219,2897042.12,2026-04-09
A-0370,ocds-pgraph-T-0370,T-0370,V-0134,1349918.56,2023-09-24
A-0371,ocds-pgraph-T-0371,T-0371,V-0208,14250911.04,2026-04-18
A-0372,ocds-pgraph-T-0372,T-0372,V-0208,9032432.98,2026-07-23
A-0373,ocds-pgraph-T-0373,T-0373,V-0144,2894712.95,2025-03-25
A-0374,ocds-pgraph-T-0374,T-0374,V-0133,3308121.83,2025-04-20
A-0375,ocds-pgraph-T-0375,T-0375,V-0144,12264157.2,2024-10-05
A-0376,ocds-pgraph-T-0376,T-0376,V-S002,16593644.14,2026-06-04
A-0377,ocds-pgraph-T-0377,T-0377,V-0184,1009714.99,2024-12-04
A-0378,ocds-pgraph-T-0378,T-0378,V-0184,1972222.12,2025-08-17
A-0379,ocds-pgraph-T-0379,T-0379,V-S002,10151929.47,2023-10-03
A-0380,ocds-pgraph-T-0380,T-0380,V-0144,7246785.44,2026-05-02
A-0381,ocds-pgraph-T-0381,T-0381,V-0235,12681382.95,2026-07-07
A-0382,ocds-pgraph-T-0382,T-0382,V-0111,4890627.97,2025-12-07
A-0383,ocds-pgraph-T-0383,T-0383,V-0111,12334751.22,2024-12-17
A-0384,ocds-pgraph-T-0384,T-0384,V-0184,2828699.71,2023-04-11
A-0385,ocds-pgraph-T-0385,T-0385,V-S002,6216979.92,2026-03-08
A-0386,ocds-pgraph-T-0386,T-0386,V-0006,331516.05,2023-07-13
A-0387,ocds-pgraph-T-0387,T-0387,V-0006,1860253.46,2022-11-19
A-0388,ocds-pgraph-T-0388,T-0388,V-0184,1914908.67,2022-11-26
A-0389,ocds-pgraph-T-0389,T-0389,V-S005,719242.94,2023-01-09
A-0390,ocds-pgraph-T-0390,T-0390,V-0112,4705716.54,2026-03-21
A-0391,ocds-pgraph-T-0391,T-0391,V-0180,30863881.64,2022-11-30
A-0392,ocds-pgraph-T-0392,T-0392,V-0205,51267629.48,2025-06-26
A-0393,ocds-pgraph-T-0393,T-0393,V-0180,40363867.49,2026-01-17
A-0394,ocds-pgraph-T-0394,T-0394,V-0094,11766119.38,2024-12-09
A-0395,ocds-pgraph-T-0395,T-0395,V-0086,7438165.51,2025-12-22
A-0396,ocds-pgraph-T-0396,T-0396,V-0048,11579388.7,2024-11-06
A-0397,ocds-pgraph-T-0397,T-0397,V-0037,55437156.76,2025-12-29
A-0398,ocds-pgraph-T-0398,T-0398,V-0072,3252244.47,2025-08-09
A-0399,ocds-pgraph-T-0399,T-0399,V-0072,31991239.47,2024-03-14
A-0400,ocds-pgraph-T-0400,T-0400,V-0037,54556391.77,2023-09-13
A-0401,ocds-pgraph-T-0401,T-0401,V-SPV01,571689.31,2023-07-08
A-0402,ocds-pgraph-T-0402,T-0402,V-0085,1139853.69,2022-12-13
A-0403,ocds-pgraph-T-0403,T-0403,V-0146,1473730.78,2023-08-08
A-0404,ocds-pgraph-T-0404,T-0404,V-0157,35309413.17,2025-03-12
A-0405,ocds-pgraph-T-0405,T-0405,V-0217,4767554.5,2023-05-02
A-0406,ocds-pgraph-T-0406,T-0406,V-0048,7869040.99,2024-10-09
A-0407,ocds-pgraph-T-0407,T-0407,V-0163,6436727.88,2025-02-24
A-0408,ocds-pgraph-T-0408,T-0408,V-0072,42845963.93,2024-02-10
A-0409,ocds-pgraph-T-0409,T-0409,V-0048,12952440.4,2026-02-08
A-0410,ocds-pgraph-T-0410,T-0410,V-0086,6375370.81,2023-09-15
A-0411,ocds-pgraph-T-0411,T-0411,V-0168,9873000.85,2024-11-13
A-0412,ocds-pgraph-T-0412,T-0412,V-0109,5255189.2,2023-11-07
A-0413,ocds-pgraph-T-0413,T-0413,V-0094,12392300.35,2025-09-01
A-0414,ocds-pgraph-T-0414,T-0414,V-0072,16347849.31,2024-09-02
A-0415,ocds-pgraph-T-0415,T-0415,V-0072,33760507.63,2023-05-19
A-0416,ocds-pgraph-T-0416,T-0416,V-0240,4760036.08,2024-06-18
A-0417,ocds-pgraph-T-0417,T-0417,V-SPV01,2467069.15,2024-10-24
A-0418,ocds-pgraph-T-0418,T-0418,V-0217,2087505.89,2024-10-30
A-0419,ocds-pgraph-T-0419,T-0419,V-0086,9545957.43,2026-03-08
A-0420,ocds-pgraph-T-0420,T-0420,V-0157,4501044.72,2025-05-22
A-0421,ocds-pgraph-T-0421,T-0421,V-0114,8201725.28,2025-09-25
A-0422,ocds-pgraph-T-0422,T-0422,V-0078,1685634.03,2025-07-04
A-0423,ocds-pgraph-T-0423,T-0423,V-0102,3948730.01,2026-02-07
A-0424,ocds-pgraph-T-0424,T-0424,V-0134,2826681.82,2023-11-11
A-0425,ocds-pgraph-T-0425,T-0425,V-0087,2924477.11,2023-08-07
A-0426,ocds-pgraph-T-0426,T-0426,V-Y002,9486288.88,2025-07-16
A-0427,ocds-pgraph-T-0427,T-0427,V-0078,4041920.14,2024-02-12
A-0428,ocds-pgraph-T-0428,T-0428,V-0170,4482757.33,2024-06-10
A-0429,ocds-pgraph-T-0429,T-0429,V-0154,11111095.46,2024-07-26
A-0430,ocds-pgraph-T-0430,T-0430,V-0083,4055382.83,2023-01-10
A-0431,ocds-pgraph-T-0431,T-0431,V-0057,9718948.98,2023-09-06
A-0432,ocds-pgraph-T-0432,T-0432,V-0154,2251532.22,2026-08-16
A-0433,ocds-pgraph-T-0433,T-0433,V-0092,4023441.4,2026-04-24
A-0434,ocds-pgraph-T-0434,T-0434,V-0087,10367081.41,2025-03-06
A-0435,ocds-pgraph-T-0435,T-0435,V-0174,5841039.21,2025-01-24
A-0436,ocds-pgraph-T-0436,T-0436,V-0180,3089573.26,2024-08-29
A-0437,ocds-pgraph-T-0437,T-0437,V-0180,2994304.53,2024-04-11
A-0438,ocds-pgraph-T-0438,T-0438,V-0048,4251788.17,2026-04-29
A-0439,ocds-pgraph-T-0439,T-0439,V-0087,3877212.48,2023-10-09
A-0440,ocds-pgraph-T-0440,T-0440,V-0154,4953130.01,2024-05-28
A-0441,ocds-pgraph-T-0441,T-0441,V-0092,7814239.28,2025-11-30
A-0442,ocds-pgraph-T-0442,T-0442,V-0057,8724717.9,2023-04-02
A-0443,ocds-pgraph-T-0443,T-0443,V-0078,2396185.78,2024-02-16
A-0444,ocds-pgraph-T-0444,T-0444,V-0048,2239555.06,2026-05-09
A-0445,ocds-pgraph-T-0445,T-0445,V-0111,4460179.22,2024-07-09
A-0446,ocds-pgraph-T-0446,T-0446,V-0184,2312294.99,2025-12-05
A-0447,ocds-pgraph-T-0447,T-0447,V-0006,3556478.44,2025-12-30
A-0448,ocds-pgraph-T-0448,T-0448,V-0228,6563872.21,2023-07-22
A-0449,ocds-pgraph-T-0449,T-0449,V-0188,2092923.85,2025-05-24
A-0450,ocds-pgraph-T-0450,T-0450,V-0151,2524085.37,2023-04-26
A-0451,ocds-pgraph-T-0451,T-0451,V-0197,6238392.17,2025-05-29
A-0452,ocds-pgraph-T-0452,T-0452,V-0188,1464196.06,2023-07-22
A-0453,ocds-pgraph-T-0453,T-0453,V-0218,12547893.13,2025-04-06
A-0454,ocds-pgraph-T-0454,T-0454,V-0184,3818370.71,2024-09-06
A-0455,ocds-pgraph-T-0455,T-0455,V-0133,3408647.71,2024-02-06
A-0456,ocds-pgraph-T-0456,T-0456,V-0005,2908240.01,2024-04-08
A-0457,ocds-pgraph-T-0457,T-0457,V-0015,8994746.61,2024-08-30
A-0458,ocds-pgraph-T-0458,T-0458,V-0133,1343048.17,2026-08-22
A-0459,ocds-pgraph-T-0459,T-0459,V-0181,1433356.18,2023-03-31
A-0460,ocds-pgraph-T-0460,T-0460,V-0084,11723269.99,2026-08-14
A-0461,ocds-pgraph-T-0461,T-0461,V-0098,3288500.75,2024-09-07
A-0462,ocds-pgraph-T-0462,T-0462,V-0210,7273192.52,2025-11-24
A-0463,ocds-pgraph-T-0463,T-0463,V-0184,966281.68,2023-02-19
A-0464,ocds-pgraph-T-0464,T-0464,V-0021,10368815.83,2023-06-19
A-0465,ocds-pgraph-T-0465,T-0465,V-0210,10176229.14,2026-04-27
A-0466,ocds-pgraph-T-0466,T-0466,V-0188,2966535.08,2024-11-14
A-0467,ocds-pgraph-T-0467,T-0467,V-0156,11585340.19,2025-09-02
A-0468,ocds-pgraph-T-0468,T-0468,V-0120,2983038.17,2025-07-18
A-0469,ocds-pgraph-T-0469,T-0469,V-0184,4653797.8,2026-07-05
A-0470,ocds-pgraph-T-0470,T-0470,V-0126,761180.37,2023-01-21
A-0471,ocds-pgraph-T-0471,T-0471,V-0192,4755728.99,2026-04-13
A-0472,ocds-pgraph-T-0472,T-0472,V-0126,4990290.51,2026-03-18
A-0473,ocds-pgraph-T-0473,T-0473,V-0027,1743943.57,2026-02-25
A-0474,ocds-pgraph-T-0474,T-0474,V-0119,2000986.95,2026-05-08
A-0475,ocds-pgraph-T-0475,T-0475,V-0235,3559369.25,2025-01-02
A-0476,ocds-pgraph-T-0476,T-0476,V-0235,637291.71,2026-01-27
A-0477,ocds-pgraph-T-0477,T-0477,V-0119,10774219.94,2026-07-14
A-0478,ocds-pgraph-T-0478,T-0478,V-0161,1139638.78,2024-05-29
A-0479,ocds-pgraph-T-0479,T-0479,V-0042,4037472.77,2025-08-29
A-0480,ocds-pgraph-T-0480,T-0480,V-0230,7444719.89,2025-07-11
A-0481,ocds-pgraph-T-0481,T-0481,V-0088,3289178.02,2023-02-01
A-0482,ocds-pgraph-T-0482,T-0482,V-0165,4502033.23,2022-11-07
A-0483,ocds-pgraph-T-0483,T-0483,V-0042,2355093.06,2024-05-02
A-0484,ocds-pgraph-T-0484,T-0484,V-0119,2972139.29,2022-11-15
A-0485,ocds-pgraph-T-0485,T-0485,V-0119,1416934.06,2025-10-25
A-0486,ocds-pgraph-T-0486,T-0486,V-0119,3289029.68,2022-12-07
A-0487,ocds-pgraph-T-0487,T-0487,V-0221,3761181.53,2024-05-05
A-0488,ocds-pgraph-T-0488,T-0488,V-0042,5878983.75,2026-03-07
A-0489,ocds-pgraph-T-0489,T-0489,V-0051,4872818.26,2024-08-07
A-0490,ocds-pgraph-T-0490,T-0490,V-0119,553047.07,2024-03-23
A-0491,ocds-pgraph-T-0491,T-0491,V-0168,14516796.92,2024-09-01
A-0492,ocds-pgraph-T-0492,T-0492,V-0145,5355406.04,2024-07-25
A-0493,ocds-pgraph-T-0493,T-0493,V-0160,31071463.04,2023-05-19
A-0494,ocds-pgraph-T-0494,T-0494,V-0185,13032981.98,2023-12-20
A-0495,ocds-pgraph-T-0495,T-0495,V-0014,2071067.22,2022-10-25
A-0496,ocds-pgraph-T-0496,T-0496,V-0122,33814693.32,2024-05-02
A-0497,ocds-pgraph-T-0497,T-0497,V-0200,11903096.86,2025-09-26
A-0498,ocds-pgraph-T-0498,T-0498,V-S005,8927488.34,2026-02-20
A-0499,ocds-pgraph-T-0499,T-0499,V-S007,4339853.03,2024-08-31
A-0500,ocds-pgraph-T-0500,T-0500,V-0034,18625524.71,2022-10-15
A-0501,ocds-pgraph-T-0501,T-0501,V-0204,17257570.28,2024-01-20
A-0502,ocds-pgraph-T-0502,T-0502,V-0122,32630756.66,2024-10-07
A-0503,ocds-pgraph-T-0503,T-0503,V-0040,10998805.92,2025-03-24
A-0504,ocds-pgraph-T-0504,T-0504,V-0185,10197706.78,2024-03-06
A-0505,ocds-pgraph-T-0505,T-0505,V-0185,5035114.6,2025-01-14
A-0506,ocds-pgraph-T-0506,T-0506,V-0122,7420627.1,2025-03-07
A-0507,ocds-pgraph-T-0507,T-0507,V-0236,14711717.36,2026-02-12
A-0508,ocds-pgraph-T-0508,T-0508,V-0122,17358078.65,2025-05-11
A-0509,ocds-pgraph-T-0509,T-0509,V-0061,7056572.29,2025-01-04
A-0510,ocds-pgraph-T-0510,T-0510,V-Y005,3451655.09,2025-09-19
A-0511,ocds-pgraph-T-0511,T-0511,V-0123,2896982.07,2023-12-13
A-0512,ocds-pgraph-T-0512,T-0512,V-0069,3538894.55,2025-07-29
A-0513,ocds-pgraph-T-0513,T-0513,V-Y008,6618308.4,2025-11-23
A-0514,ocds-pgraph-T-0514,T-0514,V-0020,6976334.53,2023-11-11
A-0515,ocds-pgraph-T-0515,T-0515,V-0123,7293710.69,2023-08-23
A-0516,ocds-pgraph-T-0516,T-0516,V-0026,2203821.47,2023-12-24
A-0517,ocds-pgraph-T-0517,T-0517,V-0218,9306868.61,2023-04-01
A-0518,ocds-pgraph-T-0518,T-0518,V-0238,319492.53,2023-09-06
A-0519,ocds-pgraph-T-0519,T-0519,V-0153,9789911.45,2023-04-04
A-0520,ocds-pgraph-T-0520,T-0520,V-0061,6922169.46,2026-02-27
A-0521,ocds-pgraph-T-0521,T-0521,V-0020,3120857.91,2026-05-03
A-0522,ocds-pgraph-T-0522,T-0522,V-0238,3066623.43,2023-03-15
A-0523,ocds-pgraph-T-0523,T-0523,V-0238,2996217.28,2024-05-30
A-0524,ocds-pgraph-T-0524,T-0524,V-0119,3499566.93,2024-09-23
A-0525,ocds-pgraph-T-0525,T-0525,V-0155,7742111.66,2024-08-31
A-0526,ocds-pgraph-T-0526,T-0526,V-Y008,8428792.97,2023-08-28
A-0527,ocds-pgraph-T-0527,T-0527,V-0123,3252614.76,2026-01-10
A-0528,ocds-pgraph-T-0528,T-0528,V-0140,4950868.74,2025-12-06
A-0529,ocds-pgraph-T-0529,T-0529,V-0093,10652428.1,2023-10-11
A-0530,ocds-pgraph-T-0530,T-0530,V-0155,10468555.09,2023-04-29
A-0531,ocds-pgraph-T-0531,T-0531,V-0169,2421560.76,2025-10-04
A-0532,ocds-pgraph-T-0532,T-0532,V-0169,1587103.28,2025-01-16
A-0533,ocds-pgraph-T-0533,T-0533,V-Y008,8362231.13,2025-10-10
A-0534,ocds-pgraph-T-0534,T-0534,V-0020,4395557.25,2026-01-09
A-0535,ocds-pgraph-T-0535,T-0535,V-0155,6830648.42,2023-04-29
A-0536,ocds-pgraph-T-0536,T-0536,V-0087,2269340.51,2022-11-24
A-0537,ocds-pgraph-T-0537,T-0537,V-0227,1331800.97,2025-08-09
A-0538,ocds-pgraph-T-0538,T-0538,V-0087,7826026.37,2024-10-31
A-0539,ocds-pgraph-T-0539,T-0539,V-Y002,9152335.37,2024-08-03
A-0540,ocds-pgraph-T-0540,T-0540,V-0087,9407272.59,2023-07-28
A-0541,ocds-pgraph-T-0541,T-0541,V-Y002,6941088.83,2024-05-26
A-0542,ocds-pgraph-T-0542,T-0542,V-0227,485626.15,2023-09-25
A-0543,ocds-pgraph-T-0543,T-0543,V-0087,8793359.65,2024-01-30
A-0544,ocds-pgraph-T-0544,T-0544,V-0217,7820890.37,2026-01-17
A-0545,ocds-pgraph-T-0545,T-0545,V-0087,1100954.65,2023-07-26
A-0546,ocds-pgraph-T-0546,T-0546,V-0196,8761059.31,2024-04-20
A-0547,ocds-pgraph-T-0547,T-0547,V-0048,9892437.15,2025-05-16
A-0548,ocds-pgraph-T-0548,T-0548,V-0190,6359449.74,2024-09-11
A-0549,ocds-pgraph-T-0549,T-0549,V-0048,9290413.87,2026-08-27
A-0550,ocds-pgraph-T-0550,T-0550,V-0154,1657015.85,2025-03-23
A-0551,ocds-pgraph-T-0551,T-0551,V-0057,2904957.85,2026-07-19
A-0552,ocds-pgraph-T-0552,T-0552,V-0048,7777287.17,2022-10-16
A-0553,ocds-pgraph-T-0553,T-0553,V-Y002,3656199.93,2024-12-10
A-0554,ocds-pgraph-T-0554,T-0554,V-0087,3131228.61,2022-11-27
A-0555,ocds-pgraph-T-0555,T-0555,V-0092,4449488.85,2023-01-09
A-0556,ocds-pgraph-T-0556,T-0556,V-0087,4330558.92,2023-04-02
A-0557,ocds-pgraph-T-0557,T-0557,V-0196,3168913.67,2025-03-19
A-0558,ocds-pgraph-T-0558,T-0558,V-0154,8507326.97,2023-11-27
A-0559,ocds-pgraph-T-0559,T-0559,V-0092,7944166.42,2023-03-18
A-0560,ocds-pgraph-T-0560,T-0560,V-0180,2300462.72,2025-08-16
A-0561,ocds-pgraph-T-0561,T-0561,V-0092,923105.58,2023-02-10
A-0562,ocds-pgraph-T-0562,T-0562,V-0101,45760268.7,2023-09-08
A-0563,ocds-pgraph-T-0563,T-0563,V-0189,2653151.76,2023-03-19
A-0564,ocds-pgraph-T-0564,T-0564,V-0126,10046887.16,2024-08-06
A-0565,ocds-pgraph-T-0565,T-0565,V-0126,9792022.34,2024-06-20
A-0566,ocds-pgraph-T-0566,T-0566,V-0126,3913685.04,2024-07-25
A-0567,ocds-pgraph-T-0567,T-0567,V-0119,23391333.91,2025-03-22
A-0568,ocds-pgraph-T-0568,T-0568,V-0101,21799234.13,2023-10-27
A-0569,ocds-pgraph-T-0569,T-0569,V-0160,7787920.33,2025-07-08
A-0570,ocds-pgraph-T-0570,T-0570,V-0030,13631210.07,2024-07-03
A-0571,ocds-pgraph-T-0571,T-0571,V-0236,16278089.46,2023-12-06
A-0572,ocds-pgraph-T-0572,T-0572,V-0112,4268321.21,2023-08-14
A-0573,ocds-pgraph-T-0573,T-0573,V-0082,2434486.52,2025-02-25
A-0574,ocds-pgraph-T-0574,T-0574,V-0189,2772854.48,2023-12-15
A-0575,ocds-pgraph-T-0575,T-0575,V-0126,5187656.82,2026-03-06
A-0576,ocds-pgraph-T-0576,T-0576,V-0032,13654603.78,2023-05-28
A-0577,ocds-pgraph-T-0577,T-0577,V-0187,5492064.31,2023-03-10
A-0578,ocds-pgraph-T-0578,T-0578,V-S005,4014433.31,2025-03-27
A-0579,ocds-pgraph-T-0579,T-0579,V-0081,8736739.61,2023-12-19
A-0580,ocds-pgraph-T-0580,T-0580,V-0071,7866475.28,2024-01-19
A-0581,ocds-pgraph-T-0581,T-0581,V-0056,1282558.14,2023-06-17
A-0582,ocds-pgraph-T-0582,T-0582,V-0152,1435285.15,2024-06-12
A-0583,ocds-pgraph-T-0583,T-0583,V-0005,2623284.05,2022-11-20
A-0584,ocds-pgraph-T-0584,T-0584,V-0032,837672.58,2023-01-27
A-0585,ocds-pgraph-T-0585,T-0585,V-0187,6016196.94,2026-03-29
A-0586,ocds-pgraph-T-0586,T-0586,V-0187,13638952.63,2025-12-21
A-0587,ocds-pgraph-T-0587,T-0587,V-0120,3261624.71,2025-02-18
A-0588,ocds-pgraph-T-0588,T-0588,V-0053,1244598.97,2024-08-18
A-0589,ocds-pgraph-T-0589,T-0589,V-0231,3242046.47,2024-04-28
A-0590,ocds-pgraph-T-0590,T-0590,V-0071,4190083.97,2025-05-28
A-0591,ocds-pgraph-T-0591,T-0591,V-0056,1099814.78,2023-06-17
A-0592,ocds-pgraph-T-0592,T-0592,V-0032,4525123.45,2024-07-05
A-0593,ocds-pgraph-T-0593,T-0593,V-0231,4066367.19,2025-12-23
A-0594,ocds-pgraph-T-0594,T-0594,V-0058,2811777.42,2024-02-17
A-0595,ocds-pgraph-T-0595,T-0595,V-0069,1428550.34,2023-01-25
A-0596,ocds-pgraph-T-0596,T-0596,V-0231,3673181.11,2023-06-18
A-0597,ocds-pgraph-T-0597,T-0597,V-0119,690253.67,2023-07-30
A-0598,ocds-pgraph-T-0598,T-0598,V-0187,10034526.25,2024-03-23
A-0599,ocds-pgraph-T-0599,T-0599,V-0056,1559965.45,2026-08-17
A-0600,ocds-pgraph-T-0600,T-0600,V-0032,11347776.93,2025-11-13
A-0601,ocds-pgraph-T-0601,T-0601,V-0095,18836510.17,2025-08-03
A-0602,ocds-pgraph-T-0602,T-0602,V-0096,35106394.35,2024-04-20
A-0603,ocds-pgraph-T-0603,T-0603,V-0123,6318959.88,2025-01-23
A-0604,ocds-pgraph-T-0604,T-0604,V-0140,10444712.74,2022-12-20
A-0605,ocds-pgraph-T-0605,T-0605,V-0095,24753703.39,2025-11-02
A-0606,ocds-pgraph-T-0606,T-0606,V-0069,10109289.82,2026-07-29
A-0607,ocds-pgraph-T-0607,T-0607,V-0095,32778178.85,2023-05-30
A-0608,ocds-pgraph-T-0608,T-0608,V-0112,62648358.97,2025-03-28
A-0609,ocds-pgraph-T-0609,T-0609,V-0238,56168201.89,2026-07-22
A-0610,ocds-pgraph-T-0610,T-0610,V-0175,3206717.08,2023-03-28
A-0611,ocds-pgraph-T-0611,T-0611,V-0198,4255646.47,2026-05-25
A-0612,ocds-pgraph-T-0612,T-0612,V-0062,6221129.21,2024-03-07
A-0613,ocds-pgraph-T-0613,T-0613,V-0239,8044481.06,2025-04-07
A-0614,ocds-pgraph-T-0614,T-0614,V-0218,7101891.24,2024-11-15
A-0615,ocds-pgraph-T-0615,T-0615,V-0112,72051336.82,2026-06-26
A-0616,ocds-pgraph-T-0616,T-0616,V-0239,11176709.46,2026-02-04
A-0617,ocds-pgraph-T-0617,T-0617,V-0238,54883334.76,2022-10-12
A-0618,ocds-pgraph-T-0618,T-0618,V-0045,6016683.13,2025-01-03
A-0619,ocds-pgraph-T-0619,T-0619,V-0175,6944586.33,2024-04-03
A-0620,ocds-pgraph-T-0620,T-0620,V-0096,10826765.69,2026-02-26
A-0621,ocds-pgraph-T-0621,T-0621,V-0218,6473677.41,2025-04-13
A-0622,ocds-pgraph-T-0622,T-0622,V-0218,5090754.82,2026-03-17
A-0623,ocds-pgraph-T-0623,T-0623,V-0069,4010963.74,2026-03-20
A-0624,ocds-pgraph-T-0624,T-0624,V-0175,1855099.03,2026-01-27
A-0625,ocds-pgraph-T-0625,T-0625,V-0221,7487316.57,2025-10-26
A-0626,ocds-pgraph-T-0626,T-0626,V-0175,5476501.21,2025-09-22
A-0627,ocds-pgraph-T-0627,T-0627,V-0095,5014055.67,2026-01-18
A-0628,ocds-pgraph-T-0628,T-0628,V-0112,9283122.49,2025-03-30
A-0629,ocds-pgraph-T-0629,T-0629,V-0192,6751412.67,2026-01-30
A-0630,ocds-pgraph-T-0630,T-0630,V-0119,6883300.4,2024-12-23
A-0631,ocds-pgraph-T-0631,T-0631,V-0126,1786979.14,2026-05-09
A-0632,ocds-pgraph-T-0632,T-0632,V-0221,931926.0,2026-06-03
A-0633,ocds-pgraph-T-0633,T-0633,V-0042,5422074.0,2025-10-02
A-0634,ocds-pgraph-T-0634,T-0634,V-0119,8289718.97,2023-09-10
A-0635,ocds-pgraph-T-0635,T-0635,V-0026,3117706.73,2025-12-01
A-0636,ocds-pgraph-T-0636,T-0636,V-0221,1781114.91,2023-10-04
A-0637,ocds-pgraph-T-0637,T-0637,V-0042,3084604.79,2023-07-24
A-0638,ocds-pgraph-T-0638,T-0638,V-0051,4145911.65,2022-12-20
A-0639,ocds-pgraph-T-0639,T-0639,V-0161,1425598.13,2026-08-04
A-0640,ocds-pgraph-T-0640,T-0640,V-0090,1631965.96,2024-09-12
A-0641,ocds-pgraph-T-0641,T-0641,V-0224,4908309.06,2025-09-02
A-0642,ocds-pgraph-T-0642,T-0642,V-0058,1412728.58,2024-10-23
A-0643,ocds-pgraph-T-0643,T-0643,V-0126,4118438.98,2025-10-30
A-0644,ocds-pgraph-T-0644,T-0644,V-0076,4530085.52,2026-05-14
A-0645,ocds-pgraph-T-0645,T-0645,V-0090,2117471.18,2022-11-13
A-0646,ocds-pgraph-T-0646,T-0646,V-S005,10018118.43,2023-01-22
A-0647,ocds-pgraph-T-0647,T-0647,V-0125,56019572.24,2025-08-09
A-0648,ocds-pgraph-T-0648,T-0648,V-S005,1933963.69,2023-02-27
A-0649,ocds-pgraph-T-0649,T-0649,V-S004,5502359.96,2023-12-06
A-0650,ocds-pgraph-T-0650,T-0650,V-0001,45357700.44,2024-02-15
A-0651,ocds-pgraph-T-0651,T-0651,V-0223,12375865.31,2025-01-29
A-0652,ocds-pgraph-T-0652,T-0652,V-0099,5559229.75,2023-10-03
A-0653,ocds-pgraph-T-0653,T-0653,V-0125,27299619.64,2026-04-29
A-0654,ocds-pgraph-T-0654,T-0654,V-0125,45763526.13,2024-03-22
A-0655,ocds-pgraph-T-0655,T-0655,V-S007,14154806.96,2025-11-29
A-0656,ocds-pgraph-T-0656,T-0656,V-0138,6076188.1,2024-02-02
A-0657,ocds-pgraph-T-0657,T-0657,V-0040,4680745.69,2024-02-16
A-0658,ocds-pgraph-T-0658,T-0658,V-0099,966367.77,2024-12-24
A-0659,ocds-pgraph-T-0659,T-0659,V-0138,3157204.95,2022-12-22
A-0660,ocds-pgraph-T-0660,T-0660,V-0001,29412390.83,2026-06-21
A-0661,ocds-pgraph-T-0661,T-0661,V-0029,2168136.71,2025-06-21
A-0662,ocds-pgraph-T-0662,T-0662,V-0223,3123502.22,2023-05-19
A-0663,ocds-pgraph-T-0663,T-0663,V-0096,11670599.76,2024-09-18
