amendment_id,contract_id,tender_id,date,previous_value,new_value,reason_code,approval_reference,description
C-0875-AM1,C-0875,T-0875,2024-06-27,32761119.07,35062191.27,scope_change_approved,APR/3692,Scope change approved
C-0875-AM2,C-0875,T-0875,2024-07-27,35062191.27,37524885.96,price_variation_clause,,Price variation clause
C-0875-AM3,C-0875,T-0875,2024-08-26,37524885.96,40160555.15,additional_quantities,,Additional quantities
C-0878-AM1,C-0878,T-0878,2025-01-10,3951509.47,4404407.69,additional_quantities,,Additional quantities
C-0878-AM2,C-0878,T-0878,2025-02-09,4404407.69,4909214.37,scope_change_approved,APR/9801,Scope change approved
C-0881-AM1,C-0881,T-0881,2024-01-01,1007903.02,1204322.92,additional_quantities,,Additional quantities
C-0882-AM1,C-0882,T-0882,2024-05-30,2538234.3,3562709.91,time_extension_cost,,Time extension cost
C-0896-AM1,C-0896,T-0896,2025-07-11,1329530.01,1439538.53,scope_change_approved,APR/5024,Scope change approved
C-0896-AM2,C-0896,T-0896,2025-08-06,1439538.53,1558649.41,site_condition_change,,Site condition change
C-0896-AM3,C-0896,T-0896,2025-08-06,1558649.41,1687615.82,site_condition_change,,Site condition change
C-0897-AM1,C-0897,T-0897,2024-10-08,5347227.32,7198995.6,scope_change_approved,APR/7526,Scope change approved
C-0901-AM1,C-0901,T-0901,2026-05-17,5395083.08,5833291.71,scope_change_approved,APR/5248,Scope change approved
C-0901-AM2,C-0901,T-0901,2026-03-05,5833291.71,6307093.27,site_condition_change,,Site condition change
C-0901-AM3,C-0901,T-0901,2026-07-23,6307093.27,6819378.75,additional_quantities,,Additional quantities
C-0902-AM1,C-0902,T-0902,2025-05-09,7073341.94,7592834.46,time_extension_cost,,Time extension cost
C-0902-AM2,C-0902,T-0902,2025-06-22,7592834.46,8150480.44,scope_change_approved,APR/6158,Scope change approved
C-0902-AM3,C-0902,T-0902,2025-08-30,8150480.44,8749082.01,additional_quantities,,Additional quantities
C-0907-AM1,C-0907,T-0907,2025-12-14,3941045.45,4721588.05,additional_quantities,,Additional quantities
C-0908-AM1,C-0908,T-0908,2024-05-16,5781652.12,7053582.23,time_extension_cost,,Time extension cost
C-0910-AM1,C-0910,T-0910,2024-09-11,4969530.56,5520785.7,time_extension_cost,,Time extension cost
C-0910-AM2,C-0910,T-0910,2024-09-26,5520785.7,6133189.93,site_condition_change,,Site condition change
C-0910-AM3,C-0910,T-0910,2024-12-26,6133189.93,6813526.32,site_condition_change,,Site condition change
C-0914-AM1,C-0914,T-0914,2026-12-21,4641783.26,5112781.48,additional_quantities,,Additional quantities
C-0914-AM2,C-0914,T-0914,2026-12-26,5112781.48,5631571.52,price_variation_clause,,Price variation clause
C-0914-AM3,C-0914,T-0914,2027-03-10,5631571.52,6203002.8,time_extension_cost,,Time extension cost
C-0915-AM1,C-0915,T-0915,2025-12-18,3933673.15,5102905.64,site_condition_change,,Site condition change
C-0916-AM1,C-0916,T-0916,2024-02-18,4025096.99,4596177.02,time_extension_cost,,Time extension cost
C-0916-AM2,C-0916,T-0916,2024-03-03,4596177.02,5248281.77,time_extension_cost,,Time extension cost
C-0919-AM1,C-0919,T-0919,2024-09-02,2248255.76,2293048.17,additional_quantities,,Additional quantities
C-0919-AM2,C-0919,T-0919,2024-09-28,2293048.17,2338732.99,time_extension_cost,,Time extension cost
C-0919-AM3,C-0919,T-0919,2024-09-24,2338732.99,2385327.99,site_condition_change,,Site condition change
C-0920-AM1,C-0920,T-0920,2024-10-29,1139151.76,1330631.42,site_condition_change,,Site condition change
C-0926-AM1,C-0926,T-0926,2025-03-01,874804.31,922038.6,time_extension_cost,,Time extension cost
C-0932-AM1,C-0932,T-0932,2026-05-22,1532085.99,1747774.85,site_condition_change,,Site condition change
C-0933-AM1,C-0933,T-0933,2024-11-14,951005.47,1003245.96,additional_quantities,,Additional quantities
C-0933-AM2,C-0933,T-0933,2024-10-26,1003245.96,1058356.12,price_variation_clause,,Price variation clause
C-0933-AM3,C-0933,T-0933,2024-09-24,1058356.12,1116493.59,site_condition_change,,Site condition change
C-0936-AM1,C-0936,T-0936,2025-02-10,460063.53,485710.62,scope_change_approved,APR/5811,Scope change approved
C-0936-AM2,C-0936,T-0936,2025-03-01,485710.62,512787.45,site_condition_change,,Site condition change
C-0936-AM3,C-0936,T-0936,2025-05-20,512787.45,541373.74,price_variation_clause,,Price variation clause
C-0939-AM1,C-0939,T-0939,2025-12-15,3461482.24,3796873.12,price_variation_clause,,Price variation clause
C-0958-AM1,C-0958,T-0958,2026-07-05,1376751.35,1487393.64,site_condition_change,,Site condition change
C-0973-AM1,C-0973,T-0973,2026-04-16,1051254.35,1143636.05,additional_quantities,,Additional quantities
C-0980-AM1,C-0980,T-0980,2025-12-15,24065698.84,26409493.78,scope_change_approved,APR/6430,Scope change approved
C-0985-AM1,C-0985,T-0985,2025-09-19,23757756.98,26060287.88,scope_change_approved,APR/2832,Scope change approved
C-0991-AM1,C-0991,T-0991,2024-11-27,593252.04,642042.58,site_condition_change,,Site condition change
