ocid,tender_id,vendor_id,bid_value,submitted_at,status,disqualification_reason,is_winner
ocds-pgraph-T-0282,T-0282,V-0131,8303625.24,2022-10-28T15:51:00,valid,,0
ocds-pgraph-T-0283,T-0283,V-0182,11218771.79,2024-06-23T17:13:00,valid,,0
ocds-pgraph-T-0283,T-0283,V-0020,10206616.84,2024-06-23T16:23:00,valid,,0
ocds-pgraph-T-0283,T-0283,V-0096,11416150.29,2024-06-23T17:44:00,valid,,0
ocds-pgraph-T-0283,T-0283,V-0013,10043842.34,2024-06-23T15:56:00,valid,,0
ocds-pgraph-T-0283,T-0283,V-0209,8976891.22,2024-06-23T13:56:00,valid,,1
ocds-pgraph-T-0283,T-0283,V-0218,9556566.44,2024-06-23T08:11:00,valid,,0
ocds-pgraph-T-0283,T-0283,V-0155,10894298.97,2024-06-23T11:31:00,valid,,0
ocds-pgraph-T-0284,T-0284,V-0123,1385418.13,2023-07-23T13:38:00,valid,,0
ocds-pgraph-T-0284,T-0284,V-0093,1286480.04,2023-07-23T17:50:00,valid,,1
ocds-pgraph-T-0284,T-0284,V-Y005,1292181.21,2023-07-23T15:36:00,valid,,0
ocds-pgraph-T-0285,T-0285,V-0218,2710101.06,2023-01-07T15:40:00,valid,,0
ocds-pgraph-T-0285,T-0285,V-0093,2503590.0,2023-01-07T18:13:00,valid,,1
ocds-pgraph-T-0286,T-0286,V-0061,6180540.04,2024-02-25T13:55:00,valid,,0
ocds-pgraph-T-0286,T-0286,V-Y006,4900701.17,2024-02-25T08:45:00,valid,,1
ocds-pgraph-T-0287,T-0287,V-0238,2272655.81,2024-12-19T16:43:00,valid,,0
ocds-pgraph-T-0287,T-0287,V-0181,2033540.55,2024-12-19T11:22:00,valid,,0
ocds-pgraph-T-0287,T-0287,V-0169,2292477.02,2024-12-19T09:32:00,valid,,0
ocds-pgraph-T-0287,T-0287,V-0069,2232290.16,2024-12-19T11:35:00,valid,,0
ocds-pgraph-T-0287,T-0287,V-0090,1830917.62,2024-12-19T14:55:00,valid,,1
ocds-pgraph-T-0287,T-0287,V-0056,1853530.56,2024-12-19T13:25:00,valid,,0
ocds-pgraph-T-0288,T-0288,V-0020,8760097.87,2025-11-29T18:12:00,valid,,0
ocds-pgraph-T-0288,T-0288,V-0155,9763987.91,2025-11-29T17:04:00,valid,,0
ocds-pgraph-T-0288,T-0288,V-0096,8201567.27,2025-11-29T12:37:00,valid,,1
ocds-pgraph-T-0289,T-0289,V-0238,2009104.5,2026-07-29T10:10:00,valid,,0
ocds-pgraph-T-0289,T-0289,V-0169,2165834.51,2026-07-29T16:50:00,valid,,0
ocds-pgraph-T-0289,T-0289,V-0069,1828676.14,2026-07-29T13:05:00,valid,,1
ocds-pgraph-T-0289,T-0289,V-0181,2148496.59,2026-07-29T08:02:00,valid,,0
ocds-pgraph-T-0290,T-0290,V-0131,9299011.47,2023-09-25T08:57:00,valid,,1
ocds-pgraph-T-0290,T-0290,V-0096,11662473.78,2023-09-25T17:08:00,valid,,0
ocds-pgraph-T-0290,T-0290,V-S001,11668234.09,2023-09-25T08:50:00,valid,,0
ocds-pgraph-T-0291,T-0291,V-0093,6659681.62,2025-06-30T08:42:00,valid,,0
ocds-pgraph-T-0291,T-0291,V-0155,6372264.89,2025-06-30T15:27:00,valid,,1
ocds-pgraph-T-0291,T-0291,V-0123,6402466.03,2025-06-30T08:27:00,valid,,0
ocds-pgraph-T-0291,T-0291,V-0118,6602069.46,2025-06-30T10:30:00,valid,,0
ocds-pgraph-T-0292,T-0292,V-Y008,5655459.1,2025-12-16T14:26:00,valid,,1
ocds-pgraph-T-0292,T-0292,V-0096,6522326.38,2025-12-16T08:24:00,valid,,0
ocds-pgraph-T-0293,T-0293,V-S001,6715819.27,2026-06-10T10:12:00,valid,,0
ocds-pgraph-T-0293,T-0293,V-Y008,5398509.37,2026-06-10T09:02:00,valid,,1
ocds-pgraph-T-0293,T-0293,V-0176,5433485.73,2026-06-10T12:52:00,valid,,0
ocds-pgraph-T-0294,T-0294,V-Y005,11670205.01,2026-02-10T08:11:00,valid,,0
ocds-pgraph-T-0294,T-0294,V-0093,11557917.92,2026-02-10T14:05:00,valid,,0
ocds-pgraph-T-0294,T-0294,V-0155,11107942.71,2026-02-10T12:16:00,valid,,1
ocds-pgraph-T-0295,T-0295,V-0069,1455956.27,2025-03-05T14:39:00,valid,,1
ocds-pgraph-T-0296,T-0296,V-0069,601374.9,2025-07-14T10:46:00,valid,,0
ocds-pgraph-T-0296,T-0296,V-0181,695924.05,2025-07-14T12:27:00,valid,,0
ocds-pgraph-T-0296,T-0296,V-0238,608602.97,2025-07-14T13:53:00,valid,,0
ocds-pgraph-T-0296,T-0296,V-0169,582269.71,2025-07-14T09:21:00,valid,,1
ocds-pgraph-T-0296,T-0296,V-0180,630182.62,2025-07-14T18:03:00,valid,,0
ocds-pgraph-T-0297,T-0297,V-0118,6378569.09,2024-01-11T17:40:00,valid,,0
ocds-pgraph-T-0297,T-0297,V-0061,7511637.36,2024-01-11T08:01:00,valid,,0
ocds-pgraph-T-0297,T-0297,V-0218,5808489.83,2024-01-11T08:28:00,valid,,1
ocds-pgraph-T-0297,T-0297,V-Y006,7115063.2,2024-01-11T18:43:00,valid,,0
ocds-pgraph-T-0298,T-0298,V-0123,4129675.91,2026-02-13T08:40:00,valid,,0
ocds-pgraph-T-0298,T-0298,V-Y005,3856662.45,2026-02-13T13:44:00,valid,,0
ocds-pgraph-T-0298,T-0298,V-0061,3672362.54,2026-02-13T11:08:00,valid,,1
ocds-pgraph-T-0298,T-0298,V-0218,4028077.25,2026-02-13T17:18:00,valid,,0
ocds-pgraph-T-0298,T-0298,V-0093,3704138.23,2026-02-13T15:38:00,valid,,0
ocds-pgraph-T-0298,T-0298,V-0155,4106784.23,2026-02-13T18:41:00,valid,,0
ocds-pgraph-T-0299,T-0299,V-0061,5932586.89,2026-06-09T16:13:00,valid,,0
ocds-pgraph-T-0299,T-0299,V-Y006,5080535.21,2026-06-09T08:56:00,valid,,1
ocds-pgraph-T-0299,T-0299,V-0093,5975748.69,2026-06-09T16:52:00,valid,,0
ocds-pgraph-T-0300,T-0300,V-S001,8315519.44,2026-02-08T11:57:00,valid,,1
ocds-pgraph-T-0302,T-0302,V-0153,3550226.92,2023-01-30T15:07:00,valid,,1
ocds-pgraph-T-0302,T-0302,V-Y008,3742116.62,2023-01-30T08:05:00,valid,,0
ocds-pgraph-T-0302,T-0302,V-0013,3759420.85,2023-01-30T10:47:00,valid,,0
ocds-pgraph-T-0302,T-0302,V-0155,4627418.05,2023-01-30T16:06:00,valid,,0
ocds-pgraph-T-0302,T-0302,V-0209,3749061.12,2023-01-30T15:24:00,valid,,0
ocds-pgraph-T-0302,T-0302,V-0131,3989425.12,2023-01-30T09:24:00,valid,,0
ocds-pgraph-T-0302,T-0302,V-0096,4553022.58,2023-01-30T13:48:00,valid,,0
ocds-pgraph-T-0303,T-0303,V-S001,12399886.14,2026-04-12T13:10:00,valid,,0
ocds-pgraph-T-0303,T-0303,V-0131,12781890.16,2026-04-12T12:39:00,valid,,0
ocds-pgraph-T-0303,T-0303,V-0155,12284674.68,2026-04-12T14:55:00,valid,,1
ocds-pgraph-T-0303,T-0303,V-Y006,12292988.7,2026-04-12T15:18:00,valid,,0
ocds-pgraph-T-0304,T-0304,V-0169,1172209.45,2024-09-07T15:01:00,valid,,0
ocds-pgraph-T-0304,T-0304,V-0238,1096242.82,2024-09-07T18:00:00,valid,,1
ocds-pgraph-T-0304,T-0304,V-0069,1212042.22,2024-09-07T12:12:00,valid,,0
ocds-pgraph-T-0304,T-0304,V-0181,1246503.37,2024-09-07T17:52:00,valid,,0
ocds-pgraph-T-0305,T-0305,V-0093,4490741.71,2023-03-06T11:51:00,valid,,1
ocds-pgraph-T-0305,T-0305,V-Y005,4896022.21,2023-03-06T17:47:00,valid,,0
ocds-pgraph-T-0305,T-0305,V-0155,4768490.12,2023-03-06T11:20:00,valid,,0
ocds-pgraph-T-0306,T-0306,V-0069,4233000.94,2024-06-09T09:19:00,valid,,0
ocds-pgraph-T-0306,T-0306,V-0238,4609192.91,2024-06-09T18:37:00,valid,,0
ocds-pgraph-T-0306,T-0306,V-0169,4366557.71,2024-06-09T12:29:00,valid,,0
ocds-pgraph-T-0306,T-0306,V-0181,3959491.66,2024-06-09T09:42:00,valid,,0
ocds-pgraph-T-0306,T-0306,V-0058,4489041.23,2024-06-09T14:34:00,valid,,0
ocds-pgraph-T-0306,T-0306,V-0231,3653150.42,2024-06-09T12:06:00,valid,,1
ocds-pgraph-T-0307,T-0307,V-0093,11703705.75,2023-08-07T13:32:00,valid,,0
ocds-pgraph-T-0307,T-0307,V-Y006,9562410.02,2023-08-07T15:27:00,valid,,1
ocds-pgraph-T-0307,T-0307,V-0218,9920967.62,2023-08-07T08:12:00,valid,,0
ocds-pgraph-T-0307,T-0307,V-0155,11875959.4,2023-08-07T17:56:00,valid,,0
ocds-pgraph-T-0307,T-0307,V-Y005,10063591.09,2023-08-07T09:00:00,valid,,0
ocds-pgraph-T-0308,T-0308,V-0019,10972457.77,2026-01-16T15:08:00,valid,,0
ocds-pgraph-T-0308,T-0308,V-0104,11087135.0,2026-01-16T18:56:00,valid,,0
ocds-pgraph-T-0308,T-0308,V-0200,10466737.28,2026-01-16T13:13:00,valid,,1
ocds-pgraph-T-0308,T-0308,V-0018,11334693.18,2026-01-16T13:01:00,valid,,0
ocds-pgraph-T-0308,T-0308,V-0097,12966785.72,2026-01-16T09:55:00,valid,,0
ocds-pgraph-T-0308,T-0308,V-0135,11786114.88,2026-01-16T12:17:00,valid,,0
ocds-pgraph-T-0309,T-0309,V-0056,13296100.71,2026-01-23T12:47:00,valid,,0
ocds-pgraph-T-0309,T-0309,V-0083,11063112.64,2026-01-23T08:04:00,valid,,1
ocds-pgraph-T-0309,T-0309,V-S008,11734328.56,2026-01-23T15:03:00,valid,,0
ocds-pgraph-T-0309,T-0309,V-0135,12557891.86,2026-01-23T18:50:00,valid,,0
ocds-pgraph-T-0309,T-0309,V-0104,11434575.63,2026-01-23T12:15:00,valid,,0
ocds-pgraph-T-0310,T-0310,V-0104,55615602.7,2024-06-06T18:51:00,valid,,1
ocds-pgraph-T-0310,T-0310,V-0135,65748433.06,2024-06-06T13:23:00,valid,,0
ocds-pgraph-T-0310,T-0310,V-0097,60142789.36,2024-06-06T10:58:00,valid,,0
ocds-pgraph-T-0310,T-0310,V-0019,56437555.74,2024-06-06T08:37:00,valid,,0
ocds-pgraph-T-0310,T-0310,V-0200,56702789.66,2024-06-06T08:21:00,valid,,0
ocds-pgraph-T-0311,T-0311,V-0213,8012978.61,2025-06-30T10:57:00,valid,,0
ocds-pgraph-T-0311,T-0311,V-0207,7900297.7,2025-06-30T09:09:00,valid,,0
ocds-pgraph-T-0311,T-0311,V-S008,6949183.76,2025-06-30T08:58:00,valid,,1
ocds-pgraph-T-0311,T-0311,V-0009,7091207.22,2025-06-30T11:35:00,valid,,0
ocds-pgraph-T-0311,T-0311,V-0038,7644266.08,2025-06-30T14:10:00,valid,,0
ocds-pgraph-T-0311,T-0311,V-0137,8215420.85,2025-06-30T08:51:00,valid,,0
ocds-pgraph-T-0313,T-0313,V-0213,2005701.32,2026-04-13T12:18:00,valid,,0
ocds-pgraph-T-0313,T-0313,V-S008,1697474.74,2026-04-13T09:57:00,valid,,0
ocds-pgraph-T-0313,T-0313,V-0207,1893980.9,2026-04-13T18:05:00,valid,,0
ocds-pgraph-T-0313,T-0313,V-0116,1629901.17,2026-04-13T10:02:00,valid,,1
ocds-pgraph-T-0314,T-0314,V-0200,9772994.83,2024-04-12T14:54:00,valid,,0
ocds-pgraph-T-0314,T-0314,V-0018,10415093.06,2024-04-12T09:12:00,valid,,0
ocds-pgraph-T-0314,T-0314,V-0067,10521431.03,2024-04-12T16:54:00,valid,,0
ocds-pgraph-T-0314,T-0314,V-0207,11458275.28,2024-04-12T16:33:00,valid,,0
ocds-pgraph-T-0314,T-0314,V-0094,12647258.06,2024-04-12T18:53:00,valid,,0
ocds-pgraph-T-0314,T-0314,V-0043,9633715.92,2024-04-12T12:56:00,valid,,1
ocds-pgraph-T-0315,T-0315,V-0207,5575285.35,2024-01-09T09:07:00,valid,,1
ocds-pgraph-T-0315,T-0315,V-0213,6385766.07,2024-01-09T13:31:00,valid,,0
ocds-pgraph-T-0315,T-0315,V-S008,6151261.35,2024-01-09T15:00:00,valid,,0
ocds-pgraph-T-0315,T-0315,V-0045,5797896.29,2024-01-09T16:24:00,valid,,0
ocds-pgraph-T-0315,T-0315,V-0124,6321641.89,2024-01-09T12:12:00,valid,,0
ocds-pgraph-T-0315,T-0315,V-0038,6035968.47,2024-01-09T16:18:00,valid,,0
ocds-pgraph-T-0316,T-0316,V-0018,13820379.0,2025-11-10T11:18:00,valid,,1
ocds-pgraph-T-0316,T-0316,V-0067,15326431.52,2025-11-10T11:43:00,valid,,0
ocds-pgraph-T-0316,T-0316,V-0200,13970533.11,2025-11-10T19:00:00,valid,,0
ocds-pgraph-T-0317,T-0317,V-S008,7950562.91,2025-11-30T13:10:00,valid,,1
ocds-pgraph-T-0319,T-0319,V-0018,19568134.11,2025-08-07T18:16:00,valid,,0
ocds-pgraph-T-0319,T-0319,V-0200,25499327.0,2025-08-07T15:02:00,valid,,0
ocds-pgraph-T-0319,T-0319,V-0207,23548132.5,2025-08-07T08:10:00,valid,,0
ocds-pgraph-T-0319,T-0319,V-0067,19543222.07,2025-08-07T11:09:00,valid,,1
ocds-pgraph-T-0319,T-0319,V-0054,21874366.91,2025-08-07T11:56:00,valid,,0
ocds-pgraph-T-0319,T-0319,V-0224,24895547.88,2025-08-07T14:16:00,valid,,0
ocds-pgraph-T-0320,T-0320,V-0056,2765883.54,2026-05-14T08:24:00,valid,,0
ocds-pgraph-T-0320,T-0320,V-0083,2560750.01,2026-05-14T09:56:00,valid,,0
ocds-pgraph-T-0320,T-0320,V-0104,2222279.61,2026-05-14T16:35:00,valid,,1
ocds-pgraph-T-0321,T-0321,V-0207,4800444.99,2026-05-08T12:35:00,valid,,1
ocds-pgraph-T-0321,T-0321,V-S008,5259356.19,2026-05-08T11:45:00,valid,,0
ocds-pgraph-T-0321,T-0321,V-0213,6028335.03,2026-05-08T18:01:00,valid,,0
ocds-pgraph-T-0321,T-0321,V-0061,5986733.86,2026-05-08T15:32:00,valid,,0
ocds-pgraph-T-0321,T-0321,V-0214,5722277.99,2026-05-08T10:25:00,valid,,0
ocds-pgraph-T-0322,T-0322,V-0213,5816399.31,2023-05-25T08:33:00,valid,,0
ocds-pgraph-T-0322,T-0322,V-0207,7130030.88,2023-05-25T09:11:00,valid,,0
ocds-pgraph-T-0322,T-0322,V-S008,5584351.69,2023-05-25T10:29:00,valid,,1
ocds-pgraph-T-0322,T-0322,V-0236,5906928.92,2023-05-25T09:57:00,valid,,0
ocds-pgraph-T-0322,T-0322,V-0192,6664864.11,2023-05-25T16:43:00,valid,,0
ocds-pgraph-T-0323,T-0323,V-0207,16781372.85,2025-02-22T08:08:00,valid,,0
ocds-pgraph-T-0323,T-0323,V-0018,13752512.02,2025-02-22T16:27:00,valid,,1
ocds-pgraph-T-0323,T-0323,V-0067,17481161.84,2025-02-22T13:06:00,valid,,0
ocds-pgraph-T-0323,T-0323,V-0200,14212821.46,2025-02-22T11:55:00,valid,,0
ocds-pgraph-T-0323,T-0323,V-0008,18082702.45,2025-02-22T16:44:00,valid,,0
ocds-pgraph-T-0323,T-0323,V-0110,17208785.6,2025-02-22T09:07:00,valid,,0
ocds-pgraph-T-0324,T-0324,V-0018,29679835.32,2025-09-03T17:40:00,valid,,0
ocds-pgraph-T-0324,T-0324,V-0067,25936396.76,2025-09-03T15:03:00,valid,,1
ocds-pgraph-T-0325,T-0325,V-0207,2513285.08,2023-01-11T14:40:00,valid,,1
ocds-pgraph-T-0326,T-0326,V-0207,8791426.64,2025-09-27T09:22:00,valid,,0
ocds-pgraph-T-0326,T-0326,V-S008,7568752.65,2025-09-27T16:12:00,valid,,1
ocds-pgraph-T-0326,T-0326,V-0213,8224574.52,2025-09-27T08:27:00,valid,,0
ocds-pgraph-T-0326,T-0326,V-0120,9533334.45,2025-09-27T17:58:00,valid,,0
ocds-pgraph-T-0326,T-0326,V-0038,8680125.02,2025-09-27T09:37:00,valid,,0
ocds-pgraph-T-0326,T-0326,V-0160,9177956.13,2025-09-27T10:58:00,valid,,0
ocds-pgraph-T-0327,T-0327,V-0207,31365717.02,2026-01-20T10:20:00,valid,,0
ocds-pgraph-T-0327,T-0327,V-0200,31174643.52,2026-01-20T13:41:00,valid,,0
ocds-pgraph-T-0327,T-0327,V-0067,31048083.78,2026-01-20T16:03:00,valid,,1
ocds-pgraph-T-0327,T-0327,V-0018,33628386.31,2026-01-20T16:00:00,valid,,0
ocds-pgraph-T-0328,T-0328,V-0207,6427903.0,2024-01-29T11:26:00,valid,,1
ocds-pgraph-T-0328,T-0328,V-0200,6848512.59,2024-01-29T14:40:00,valid,,0
ocds-pgraph-T-0328,T-0328,V-0067,8087995.48,2024-01-29T15:57:00,valid,,0
ocds-pgraph-T-0329,T-0329,V-0018,21572390.18,2026-07-23T08:45:00,valid,,0
ocds-pgraph-T-0329,T-0329,V-0067,20926561.7,2026-07-23T17:39:00,valid,,0
ocds-pgraph-T-0329,T-0329,V-0207,24885189.58,2026-07-23T11:03:00,valid,,0
ocds-pgraph-T-0329,T-0329,V-0200,20564513.24,2026-07-23T17:58:00,valid,,1
ocds-pgraph-T-0330,T-0330,V-0104,13270974.41,2022-09-24T13:18:00,valid,,0
ocds-pgraph-T-0330,T-0330,V-0135,10669558.47,2022-09-24T11:11:00,valid,,1
ocds-pgraph-T-0330,T-0330,V-S008,12752807.54,2022-09-24T15:58:00,valid,,0
ocds-pgraph-T-0331,T-0331,V-0054,7894423.49,2026-02-17T10:34:00,valid,,1
ocds-pgraph-T-0331,T-0331,V-0110,8967735.9,2026-02-17T13:30:00,valid,,0
ocds-pgraph-T-0332,T-0332,V-0105,6710391.92,2026-01-23T08:17:00,valid,,0
ocds-pgraph-T-0332,T-0332,V-0068,6382648.78,2026-01-23T14:11:00,valid,,1
ocds-pgraph-T-0332,T-0332,V-Y001,6512426.25,2026-01-23T18:35:00,valid,,0
ocds-pgraph-T-0332,T-0332,V-0172,6458058.48,2026-01-23T08:33:00,valid,,0
ocds-pgraph-T-0332,T-0332,V-0054,7494815.37,2026-01-23T08:30:00,valid,,0
ocds-pgraph-T-0333,T-0333,V-S005,1773796.97,2023-02-01T13:39:00,valid,,1
ocds-pgraph-T-0334,T-0334,V-0138,46688082.18,2023-08-27T11:54:00,valid,,1
ocds-pgraph-T-0334,T-0334,V-0172,59635925.88,2023-08-27T16:19:00,valid,,0
ocds-pgraph-T-0334,T-0334,V-0125,57500472.13,2023-08-27T15:51:00,valid,,0
ocds-pgraph-T-0335,T-0335,V-S005,8911959.72,2024-09-13T09:43:00,valid,,0
ocds-pgraph-T-0335,T-0335,V-0010,7680384.46,2024-09-13T14:08:00,valid,,1
ocds-pgraph-T-0335,T-0335,V-0137,9537136.19,2024-09-13T08:45:00,valid,,0
ocds-pgraph-T-0335,T-0335,V-0045,9602433.39,2024-09-13T13:18:00,valid,,0
ocds-pgraph-T-0335,T-0335,V-0074,7836924.09,2024-09-13T10:46:00,valid,,0
ocds-pgraph-T-0336,T-0336,V-0010,3785530.72,2026-04-20T12:50:00,valid,,0
ocds-pgraph-T-0336,T-0336,V-S005,3518712.62,2026-04-20T12:22:00,valid,,1
ocds-pgraph-T-0336,T-0336,V-0120,4422082.47,2026-04-20T17:59:00,valid,,0
ocds-pgraph-T-0337,T-0337,V-0068,15917993.19,2023-02-05T09:45:00,valid,,1
ocds-pgraph-T-0338,T-0338,V-0138,12809124.44,2026-06-13T18:47:00,valid,,0
ocds-pgraph-T-0338,T-0338,V-0172,12911504.36,2026-06-13T17:10:00,valid,,0
ocds-pgraph-T-0338,T-0338,V-0125,11269492.9,2026-06-13T12:37:00,valid,,1
ocds-pgraph-T-0338,T-0338,V-0001,13079101.03,2026-06-13T12:59:00,valid,,0
ocds-pgraph-T-0339,T-0339,V-0201,7379939.73,2025-02-28T09:37:00,valid,,0
ocds-pgraph-T-0339,T-0339,V-0105,7684722.1,2025-02-28T13:05:00,valid,,0
ocds-pgraph-T-0339,T-0339,V-0068,6219143.77,2025-02-28T08:31:00,valid,,1
ocds-pgraph-T-0340,T-0340,V-0026,30237437.95,2024-11-20T15:31:00,valid,,0
ocds-pgraph-T-0340,T-0340,V-0054,25905556.3,2024-11-20T13:33:00,valid,,0
ocds-pgraph-T-0340,T-0340,V-0068,26063925.97,2024-11-20T11:27:00,valid,,0
ocds-pgraph-T-0340,T-0340,V-0201,24869718.06,2024-11-20T13:56:00,valid,,0
ocds-pgraph-T-0340,T-0340,V-Y001,25241522.21,2024-11-20T08:30:00,valid,,0
ocds-pgraph-T-0340,T-0340,V-0110,25784896.78,2024-11-20T15:15:00,valid,,0
ocds-pgraph-T-0340,T-0340,V-0105,23764544.19,2024-11-20T08:19:00,valid,,1
ocds-pgraph-T-0341,T-0341,V-S005,4542377.22,2022-11-02T10:36:00,valid,,1
ocds-pgraph-T-0342,T-0342,V-0172,34766239.72,2024-09-29T15:46:00,valid,,0
ocds-pgraph-T-0342,T-0342,V-0125,30590327.55,2024-09-29T11:08:00,valid,,0
ocds-pgraph-T-0342,T-0342,V-0001,29855430.29,2024-09-29T09:48:00,valid,,1
ocds-pgraph-T-0342,T-0342,V-0138,38185630.4,2024-09-29T16:35:00,valid,,0
ocds-pgraph-T-0343,T-0343,V-0223,18563885.87,2024-11-04T15:43:00,valid,,0
ocds-pgraph-T-0343,T-0343,V-0099,14650153.91,2024-11-04T08:47:00,valid,,1
ocds-pgraph-T-0343,T-0343,V-0115,16942125.14,2024-11-04T10:28:00,valid,,0
ocds-pgraph-T-0344,T-0344,V-S005,3297115.38,2024-11-22T12:11:00,valid,,0
ocds-pgraph-T-0344,T-0344,V-0010,3783922.26,2024-11-22T16:34:00,valid,,0
ocds-pgraph-T-0344,T-0344,V-0192,3167962.04,2024-11-22T16:46:00,valid,,1
ocds-pgraph-T-0344,T-0344,V-0005,3688819.8,2024-11-22T08:10:00,valid,,0
ocds-pgraph-T-0344,T-0344,V-0236,3221150.34,2024-11-22T10:15:00,valid,,0
ocds-pgraph-T-0344,T-0344,V-0193,3529203.45,2024-11-22T11:39:00,valid,,0
ocds-pgraph-T-0345,T-0345,V-S005,9445591.79,2025-05-07T12:34:00,valid,,1
ocds-pgraph-T-0345,T-0345,V-0010,10122730.67,2025-05-07T12:07:00,valid,,0
ocds-pgraph-T-0345,T-0345,V-0124,10456793.42,2025-05-07T08:12:00,valid,,0
ocds-pgraph-T-0346,T-0346,V-0172,20395994.66,2022-11-13T14:27:00,valid,,1
ocds-pgraph-T-0347,T-0347,V-0138,8738919.69,2026-04-20T09:42:00,valid,,0
ocds-pgraph-T-0347,T-0347,V-0172,8723070.8,2026-04-20T16:29:00,valid,,0
ocds-pgraph-T-0347,T-0347,V-0001,8159514.79,2026-04-20T08:38:00,valid,,0
ocds-pgraph-T-0347,T-0347,V-0125,8044529.55,2026-04-20T11:47:00,valid,,0
ocds-pgraph-T-0347,T-0347,V-0070,7874465.66,2026-04-20T16:04:00,valid,,0
ocds-pgraph-T-0347,T-0347,V-0157,7836864.26,2026-04-20T16:24:00,valid,,1
ocds-pgraph-T-0347,T-0347,V-0018,8085848.78,2026-04-20T08:49:00,valid,,0
ocds-pgraph-T-0348,T-0348,V-0115,17050829.38,2023-02-28T11:28:00,valid,,0
ocds-pgraph-T-0348,T-0348,V-S010,14657979.68,2023-02-28T14:46:00,valid,,1
ocds-pgraph-T-0348,T-0348,V-0099,14793717.58,2023-02-28T11:47:00,valid,,0
ocds-pgraph-T-0348,T-0348,V-0028,15948009.09,2023-02-28T17:47:00,valid,,0
ocds-pgraph-T-0349,T-0349,V-0010,8388936.57,2026-01-24T15:28:00,valid,,0
ocds-pgraph-T-0349,T-0349,V-S005,8018900.89,2026-01-24T15:08:00,valid,,0
ocds-pgraph-T-0349,T-0349,V-0236,6687078.1,2026-01-24T10:56:00,valid,,1
ocds-pgraph-T-0349,T-0349,V-0074,8624728.02,2026-01-24T16:35:00,valid,,0
ocds-pgraph-T-0350,T-0350,V-0010,12092058.22,2025-10-30T11:45:00,valid,,1
ocds-pgraph-T-0351,T-0351,V-0054,14941230.65,2023-01-26T17:09:00,valid,,0
ocds-pgraph-T-0351,T-0351,V-0110,12503617.4,2023-01-26T16:03:00,valid,,1
ocds-pgraph-T-0351,T-0351,V-Y001,15459729.38,2023-01-26T11:25:00,valid,,0
ocds-pgraph-T-0351,T-0351,V-0026,12675401.66,2023-01-26T08:58:00,valid,,0
ocds-pgraph-T-0352,T-0352,V-0223,19982956.91,2026-02-06T17:12:00,valid,,0
ocds-pgraph-T-0352,T-0352,V-0028,20122969.98,2026-02-06T12:48:00,valid,,0
ocds-pgraph-T-0352,T-0352,V-S010,21598371.88,2026-02-06T15:55:00,valid,,0
ocds-pgraph-T-0352,T-0352,V-0115,20821227.99,2026-02-06T08:15:00,valid,,0
ocds-pgraph-T-0352,T-0352,V-0099,18140597.67,2026-02-06T09:22:00,valid,,1
ocds-pgraph-T-0353,T-0353,V-0172,8994962.09,2024-04-10T11:48:00,valid,,1
ocds-pgraph-T-0354,T-0354,V-0028,10943939.91,2023-11-26T17:02:00,valid,,0
ocds-pgraph-T-0354,T-0354,V-0223,10299252.81,2023-11-26T12:05:00,valid,,1
ocds-pgraph-T-0355,T-0355,V-0110,37163095.21,2026-01-25T10:15:00,valid,,0
ocds-pgraph-T-0355,T-0355,V-0068,39414212.93,2026-01-25T10:11:00,valid,,0
ocds-pgraph-T-0355,T-0355,V-0172,34021310.72,2026-01-25T18:15:00,valid,,1
ocds-pgraph-T-0355,T-0355,V-0026,34927504.74,2026-01-25T09:52:00,valid,,0
ocds-pgraph-T-0355,T-0355,V-0054,38163905.68,2026-01-25T16:28:00,valid,,0
ocds-pgraph-T-0355,T-0355,V-0105,35588790.87,2026-01-25T12:16:00,valid,,0
ocds-pgraph-T-0355,T-0355,V-0201,37478491.72,2026-01-25T13:33:00,valid,,0
ocds-pgraph-T-0356,T-0356,V-0125,42454015.95,2026-07-07T16:10:00,valid,,1
ocds-pgraph-T-0356,T-0356,V-0172,49540166.94,2026-07-07T12:58:00,valid,,0
ocds-pgraph-T-0356,T-0356,V-0001,46780322.96,2026-07-07T14:28:00,valid,,0
ocds-pgraph-T-0356,T-0356,V-0138,50540581.62,2026-07-07T10:31:00,valid,,0
ocds-pgraph-T-0357,T-0357,V-0219,10699644.44,2024-04-14T11:19:00,valid,,0
ocds-pgraph-T-0357,T-0357,V-0174,10795271.68,2024-04-14T16:20:00,valid,,0
ocds-pgraph-T-0357,T-0357,V-0221,10578591.5,2024-04-14T10:11:00,valid,,0
ocds-pgraph-T-0357,T-0357,V-0114,11596497.92,2024-04-14T19:00:00,valid,,0
ocds-pgraph-T-0357,T-0357,V-0130,10499426.93,2024-04-14T18:39:00,valid,,1
ocds-pgraph-T-0358,T-0358,V-0230,5943444.3,2026-05-02T17:46:00,valid,,1
ocds-pgraph-T-0359,T-0359,V-0192,1466983.84,2022-12-09T08:22:00,valid,,1
ocds-pgraph-T-0359,T-0359,V-0134,1847882.93,2022-12-09T08:24:00,valid,,0
ocds-pgraph-T-0359,T-0359,V-0102,1519413.31,2022-12-09T13:17:00,valid,,0
ocds-pgraph-T-0359,T-0359,V-0088,1716528.61,2022-12-09T12:51:00,valid,,0
ocds-pgraph-T-0360,T-0360,V-0130,2239338.09,2026-08-01T18:31:00,valid,,0
